City,Name,Language,Time,Type,Price,Capacity,Booked
Mumbai,CinepolisSeawoodsGrandCentralNaviMumbai,English,00:15,Normal,320₹,53,0
Mumbai,CinepolisSeawoodsGrandCentralNaviMumbai,English,00:15,Executive,340₹,103,0
Mumbai,CinepolisSeawoodsGrandCentralNaviMumbai,English,00:15,Premium,380₹,71,22
Nanded,BharatESquareNanded,Hindi,08:00,Platinum,170₹,113,7
Nanded,BharatESquareNanded,Hindi,08:00,Gold,150₹,48,0
Bhavnagar,MaxusCinemasBhavnagar,Hindi,08:30,Sofa,112₹,38,0
Bhavnagar,MaxusCinemasBhavnagar,Hindi,08:30,PremierPlus,99₹,271,2
Bhavnagar,MaxusCinemasBhavnagar,Hindi,08:30,Premium,99₹,44,0
Pune,AbhiruchiCityPrideSinhagadRoad,Hindi,08:30,RoyalSofa,170₹,18,0
Pune,AbhiruchiCityPrideSinhagadRoad,Hindi,08:30,RoyalGold,150₹,93,0
Pune,AbhiruchiCityPrideSinhagadRoad,Hindi,08:30,RoyalSilver,130₹,36,0
Nagpur,CinepolisVrMallNagpur,English,08:45,Normal,110₹,20,0
Nagpur,CinepolisVrMallNagpur,English,08:45,Executive,130₹,40,0
Nagpur,CinepolisVrMallNagpur,English,08:45,Premium,140₹,33,4
Nagpur,CinepolisVrMallNagpur,English,08:45,Vip,300₹,4,0
Patna,Mona70MmDolbyAtmos,Hindi,08:50,DressCircle,180₹,204,0
Mumbai,InoxThakurMallDahisar,English,08:50,Executive,112₹,45,0
Mumbai,InoxThakurMallDahisar,English,08:50,Premier,112₹,447,11
Mumbai,InoxMegaplexInorbitMallMalad,English,08:50,Silver,220₹,112,12
Mumbai,InoxMegaplexInorbitMallMalad,English,08:50,Executive,200₹,56,0
Mumbai,InoxMegaplexInorbitMallMalad,English,08:50,Premiere,200₹,146,5
Mumbai,InoxRaghuleelaMallKandivaliW,English,08:55,Gold,112₹,334,10
Mumbai,InoxRaghuleelaMallKandivaliW,English,08:55,Premiere,112₹,82,0
Pune,InoxBundGardenRoad,English,08:55,DressCircle,112₹,181,14
Pune,InoxBundGardenRoad,English,08:55,Galleria,112₹,60,0
Mumbai,InoxKorumMallEasternExpressHighwayThane,English,08:55,Royal,150₹,24,2
Mumbai,InoxKorumMallEasternExpressHighwayThane,English,08:55,Club,90₹,249,18
Mumbai,InoxKorumMallEasternExpressHighwayThane,English,08:55,Executive,90₹,75,0
Pune,InoxElproCitySquareChinchwad,English,08:55,RoyaleRecliners,150₹,16,6
Pune,InoxElproCitySquareChinchwad,English,08:55,Club,112₹,90,0
Pune,InoxElproCitySquareChinchwad,English,08:55,Executive,112₹,30,0
Pune,InoxElproCitySquareChinchwad,English,08:55,Royale,112₹,129,8
Pune,InoxAmanoraTownCentreHadapsar,Hindi,08:55,Royale,240₹,6,0
Pune,InoxAmanoraTownCentreHadapsar,Hindi,08:55,Club,150₹,231,0
Pune,InoxAmanoraTownCentreHadapsar,Hindi,08:55,Executive,150₹,32,0
Mumbai,CinepolisVivianaMallThane,English,08:55,Normal,200₹,39,0
Mumbai,CinepolisVivianaMallThane,English,08:55,Executive,200₹,228,4
Mumbai,CinepolisVivianaMallThane,English,08:55,Premium,220₹,62,18
NationalCapitalRegionNcr,PvrVegasDwarka,English,09:00,Classic,340₹,228,0
NationalCapitalRegionNcr,PvrVegasDwarka,English,09:00,Prime,395₹,97,0
Mumbai,BalajiMovieplexKoparKhairane,English,09:00,Platinum,112₹,103,0
Mumbai,BalajiMovieplexKoparKhairane,English,09:00,Gold,112₹,52,0
Mumbai,BalajiMovieplexKoparKhairane,English,09:00,Silver,112₹,26,0
Ahmedabad,CityGoldSatelliteAhmedabad,Hindi,09:00,Executive,150₹,124,0
Bhopal,PvrAuraMallBhopal,English,09:00,Classic,110₹,63,0
Bhopal,PvrAuraMallBhopal,English,09:00,Prime,110₹,228,21
Bhopal,PvrAuraMallBhopal,English,09:00,Recliner,230₹,11,0
Kolkata,InoxForumMallElginRoad,English,09:00,DressCircle,112₹,162,0
Kolkata,InoxForumMallElginRoad,English,09:00,Galleria,112₹,36,0
Kolkata,InoxForumMallElginRoad,English,09:00,Royal,112₹,60,2
Mumbai,InoxRaghuleelaMallVashi,English,09:00,Executive,112₹,22,0
Mumbai,InoxRaghuleelaMallVashi,English,09:00,Premier,112₹,122,4
Mumbai,InoxRaghuleelaMallVashi,English,09:00,Silver,112₹,32,6
Cuttack,InoxCuttackSgblSquareMall,Hindi,09:00,RoyalRecliner,210₹,18,12
Cuttack,InoxCuttackSgblSquareMall,Hindi,09:00,Club,112₹,94,0
Cuttack,InoxCuttackSgblSquareMall,Hindi,09:00,Executive,112₹,30,0
Cuttack,InoxCuttackSgblSquareMall,Hindi,09:00,Royal,112₹,76,9
PrayagrajAllahabad,PvrVinayakPrayagraj,Hindi,09:00,Classic,150₹,58,0
PrayagrajAllahabad,PvrVinayakPrayagraj,Hindi,09:00,Prime,170₹,57,0
PrayagrajAllahabad,PvrVinayakPrayagraj,Hindi,09:00,Recliner,290₹,9,0
Kolkata,InoxMetroJawaharlalNehruRoad,English,09:00,Club,112₹,138,0
Kolkata,InoxMetroJawaharlalNehruRoad,English,09:00,Executive,112₹,38,0
Kolkata,InoxMetroJawaharlalNehruRoad,English,09:00,Royal,112₹,61,13
NationalCapitalRegionNcr,PvrSelectCityWalkDelhi,English,09:00,LoungerNormal,250₹,11,0
NationalCapitalRegionNcr,PvrSelectCityWalkDelhi,English,09:00,ClassicNormal,225₹,132,0
NationalCapitalRegionNcr,PvrSelectCityWalkDelhi,English,09:00,Prime,250₹,139,0
NationalCapitalRegionNcr,PvrSelectCityWalkDelhi,English,09:00,ReclinersNormal,600₹,17,0
VizagVisakhapatnam,InoxVarunBeachBeachRoad,English,09:00,Royal,295₹,11,0
VizagVisakhapatnam,InoxVarunBeachBeachRoad,English,09:00,Excutive,177₹,261,0
Kolkata,InoxCityCentreIiRajarhat,English,09:00,Club,112₹,229,0
Kolkata,InoxCityCentreIiRajarhat,English,09:00,Executive,112₹,42,0
Dhanbad,InoxPrabhatamGrandMallDhanbad,English,09:00,Club,110₹,42,0
Dhanbad,InoxPrabhatamGrandMallDhanbad,English,09:00,Royal,110₹,177,0
Dhanbad,InoxPrabhatamGrandMallDhanbad,English,09:00,Executive,90₹,40,0
Kolkata,InoxSouthCityKolkata,English,09:00,Silver,240₹,257,14
Mumbai,InoxMetroMallJunctionKalyanE,Hindi,09:00,Gold,240₹,16,16
Mumbai,InoxMetroMallJunctionKalyanE,Hindi,09:00,Premier,140₹,164,5
Mumbai,InoxMetroMallJunctionKalyanE,Hindi,09:00,Silver,140₹,115,15
