State,City,ZIP,Name,Language,Time,Type,Price,Capacity,Booked
TamilNadu,Chennai,600040,PvrVrChennaiAnnaNagar,Tamil,08:30,Classic,60₹,32,31
TamilNadu,Chennai,600040,PvrVrChennaiAnnaNagar,Tamil,08:30,Prime,179₹,170,49
Telangana,Hyderabad,500032,PlatinumMovietimeGachibowli,Telugu,09:00,PlatinumPremiumRecliner,350₹,18,17
Telangana,Hyderabad,500032,PlatinumMovietimeGachibowli,Telugu,09:00,PlatinumRecliners,350₹,16,10
TamilNadu,Chennai,600004,InoxChennaiCitiCentreDrRkSalai,Tamil,09:10,Club,152₹,135,30
TamilNadu,Chennai,600004,InoxChennaiCitiCentreDrRkSalai,Tamil,09:10,Executive,60₹,23,0
TamilNadu,Chennai,600092,InoxNationalArcotRoad,Tamil,09:10,Silver,152₹,120,17
TamilNadu,Chennai,600092,InoxNationalArcotRoad,Tamil,09:10,Premiere,60₹,15,14
,Bengaluru,560055,PvrOrionMallDrRajkumarRoad,Telugu,09:15,Classic,150₹,180,34
,Bengaluru,560055,PvrOrionMallDrRajkumarRoad,Telugu,09:15,Prime,190₹,120,51
,Bengaluru,560055,PvrOrionMallDrRajkumarRoad,Telugu,09:15,Recliner,350₹,36,8
TamilNadu,Madurai,625002,InoxVishaalDeMall,Tamil,09:15,Club,178₹,124,25
TamilNadu,Madurai,625002,InoxVishaalDeMall,Tamil,09:15,Executive,60₹,12,12
,Bengaluru,560077,PvrMsrElementsMallTanisandhraMainRoad,Telugu,09:20,Classic,150₹,114,64
,Bengaluru,560076,PvrGoldVegaCityBannerghattaRoad,Telugu,09:20,Gold,500₹,24,6
,Bengaluru,560076,PvrGoldVegaCityBannerghattaRoad,Telugu,09:20,GoldPrime,600₹,12,0
TamilNadu,Chennai,603103,InoxTheMarinaMallOmr,Tamil,09:25,Club,190₹,127,68
TamilNadu,Chennai,603103,InoxTheMarinaMallOmr,Tamil,09:25,Executive,60₹,16,16
Odisha,Bhubaneswar,751007,CinepolisEsplanadeBhubaneswar,Telugu,09:40,Normal,130₹,24,0
Odisha,Bhubaneswar,751007,CinepolisEsplanadeBhubaneswar,Telugu,09:40,Executive,140₹,51,6
Odisha,Bhubaneswar,751007,CinepolisEsplanadeBhubaneswar,Telugu,09:40,Premium,150₹,45,22
