State,City,ZIP,Name,Language,Time,Type,Price,Capacity,Booked
WestBengal,Kolkata,700068,InoxSouthCityKolkata,English,09:05,Rr,320₹,16,2
WestBengal,Kolkata,700068,InoxSouthCityKolkata,English,09:05,Premier,200₹,32,0
WestBengal,Kolkata,700068,InoxSouthCityKolkata,English,09:05,Silver,200₹,151,5
,Mumbai,400020,MetroInoxCinemasMarineLines,English,09:30,Kiddles,210₹,34,2
,NationalCapitalRegionNcr,201301,PvrLogixNoida,English,09:40,Classic,340₹,40,11
,Chandigarh,160002,PvrElanteChandigarh,English,09:45,Classic,230₹,157,2
,Chandigarh,160002,PvrElanteChandigarh,English,09:45,Recliner,500₹,26,4
,NationalCapitalRegionNcr,122001,PvrAmbienceGurgaon,English,10:00,ClassicNormal,250₹,105,10
,NationalCapitalRegionNcr,122001,PvrAmbienceGurgaon,English,10:00,Prime,300₹,62,8
,Mumbai,400063,PvrIconOberoiMallGoregaonE,English,10:00,Classic,120₹,22,2
,Mumbai,400063,PvrIconOberoiMallGoregaonE,English,10:00,Prime,140₹,96,21
,Mumbai,400063,PvrIconOberoiMallGoregaonE,English,10:00,Recliner,260₹,26,12
,Bengaluru,560095,PvrTheForumMallKoramangala,English,10:15,3DClassic,240₹,103,39
UttarPradesh,Lucknow,226012,InoxMegaplexEmeraldLucknow,Hindi,10:15,Club,99₹,48,0
UttarPradesh,Lucknow,226012,InoxMegaplexEmeraldLucknow,Hindi,10:15,Executive,99₹,24,0
UttarPradesh,Lucknow,226012,InoxMegaplexEmeraldLucknow,Hindi,10:15,Royale,99₹,51,6
,Mumbai,400018,InoxInsigniaAtAtriaMallWorli,English,10:20,Insignia,520₹,30,12
Maharashtra,Pune,411028,CinepolisSeasonsMallPune,English,10:30,Normal,170₹,29,0
Maharashtra,Pune,411028,CinepolisSeasonsMallPune,English,10:30,Executive,170₹,98,1
Maharashtra,Pune,411028,CinepolisSeasonsMallPune,English,10:30,Premium,170₹,35,12
,Surat,395007,PvrRahulRajSurat,Hindi,10:45,Classic,180₹,26,0
,Surat,395007,PvrRahulRajSurat,Hindi,10:45,ClassicPlus,180₹,12,0
,Surat,395007,PvrRahulRajSurat,Hindi,10:45,Prime,180₹,111,11
,Surat,395007,PvrRahulRajSurat,Hindi,10:45,Recliner,320₹,20,5
,NationalCapitalRegionNcr,110070,PvrPromenadeVasantKunj,English,10:50,Classic,290₹,143,10
,NationalCapitalRegionNcr,110070,PvrPromenadeVasantKunj,English,10:50,Prime,320₹,19,5
,Bengaluru,560048,Pvr4DxPhoenixMarketcityMallWhitefieldRoad,English,12:25,3DClassic,420₹,100,52
UttarPradesh,Lucknow,226010,InoxPhoenixPalassioMallLucknow,Hindi,12:45,Royale,270₹,30,15
UttarPradesh,Lucknow,226010,InoxPhoenixPalassioMallLucknow,Hindi,12:45,Club,250₹,32,2
UttarPradesh,Lucknow,226010,InoxPhoenixPalassioMallLucknow,Hindi,12:45,Executive,240₹,16,0
,NationalCapitalRegionNcr,110018,PvrPacificSubhashNagarDelhi,English,12:45,Classic,189₹,52,2
,NationalCapitalRegionNcr,110018,PvrPacificSubhashNagarDelhi,English,12:45,Prime,239₹,88,28
Maharashtra,Pune,411028,CinepolisSeasonsMallPune,Hindi,12:55,Normal,400₹,96,23
Gujarat,Ahmedabad,380001,MirajCityPulseAhmedabad,Hindi,13:35,3DGold,180₹,66,0
,NationalCapitalRegionNcr,122001,PvrMgfGurgaon,English,13:55,Classic,189₹,104,2
,NationalCapitalRegionNcr,122001,PvrMgfGurgaon,English,13:55,Prime,189₹,61,33
,NationalCapitalRegionNcr,110077,PvrPacificDwarka,Hindi,14:10,Classic,189₹,44,25
,NationalCapitalRegionNcr,110077,PvrPacificDwarka,Hindi,14:10,Prime,239₹,17,14
,Mumbai,400064,InoxMegaplexInorbitMallMalad,English,14:20,Kiddles,260₹,57,5
UttarPradesh,Lucknow,226012,InoxMegaplexEmeraldLucknow,Hindi,14:30,Club,99₹,48,0
UttarPradesh,Lucknow,226012,InoxMegaplexEmeraldLucknow,Hindi,14:30,Executive,99₹,24,0
UttarPradesh,Lucknow,226012,InoxMegaplexEmeraldLucknow,Hindi,14:30,Royale,99₹,61,17
,NationalCapitalRegionNcr,110078,PvrVegasDwarka,English,15:05,Classic,250₹,36,2
,NationalCapitalRegionNcr,110078,PvrVegasDwarka,English,15:05,Prime,300₹,21,17
,NationalCapitalRegionNcr,110078,PvrVegasDwarka,English,15:05,Recliner,350₹,8,7
,NationalCapitalRegionNcr,110022,PvrSangamDelhi,English,15:10,Classic,300₹,40,0
,NationalCapitalRegionNcr,110022,PvrSangamDelhi,English,15:10,Prime,300₹,39,39
,NationalCapitalRegionNcr,110022,PvrSangamDelhi,English,15:10,PrimePlus,300₹,13,13
,Bengaluru,560076,PvrVegaCityBannerghattaRoad,English,15:50,3DClassic,260₹,62,28
Maharashtra,Pune,411028,CinepolisSeasonsMallPune,English,16:10,Normal,240₹,29,0
Maharashtra,Pune,411028,CinepolisSeasonsMallPune,English,16:10,Executive,260₹,98,36
Maharashtra,Pune,411028,CinepolisSeasonsMallPune,English,16:10,Premium,260₹,35,20
