City,Name,Language,Time,Type,Price,Capacity,Booked
Koothattukulam,ShafasGrand4K3DNorthParavur,Malayalam,10:00,PremiumSofa,220₹,21,10
Koothattukulam,ShafasGrand4K3DNorthParavur,Malayalam,10:00,PearlCircle,120₹,314,157
Punalur,RamrajMovies,Malayalam,10:00,Gold,130₹,221,110
Palluruthy,PvrLuluKochi,Malayalam,10:00,Classic,110₹,39,19
Palluruthy,PvrLuluKochi,Malayalam,10:00,ClassicPlus,140₹,91,46
Palluruthy,PvrLuluKochi,Malayalam,10:00,Prime,160₹,68,36
Palluruthy,PvrLuluKochi,Malayalam,10:00,Recliner,290₹,10,7
Attingal,CarnivalMallOfTravancoreTrivandrum,Malayalam,10:15,Silver,190₹,51,0
Attingal,CarnivalMallOfTravancoreTrivandrum,Malayalam,10:15,ExecutiveOffline,160₹,36,2
Attingal,CarnivalMallOfTravancoreTrivandrum,Malayalam,10:15,NormalOffline,100₹,9,0
Thalassery,CarnivalDowntownThalassery,Malayalam,10:15,ExecutiveOffline,100₹,118,0
Karunagapally,TnpTheatreKarunagappally,Malayalam,10:30,SpecialClass,90₹,446,120
Thalayolaparambu,CarnivalThalayolaparambu,Malayalam,10:30,Gold,110₹,204,102
Vadakara,One2OnePlusFilmCity2K3DDolbyAtmosACVada,Malayalam,10:30,Screen1,129₹,300,150
Muvattupuzha,CarnivalGrandCentreMallMuvattupuzha,Malayalam,10:45,ExecutiveOffline,100₹,48,0
Kozhinjampara,RavirajComplexACKozhinjampara,Malayalam,10:55,FirstClass,110₹,163,82
Changanassery,DhanyaRemyaChanganassery,Malayalam,11:00,Dhanya,135₹,423,212
Kochi,EvmCinemaAC2K3DDolby71Perumbavoor,Malayalam,11:00,Executive1,155₹,10,5
Kochi,EvmCinemaAC2K3DDolby71Perumbavoor,Malayalam,11:00,Executive2,155₹,15,8
Kochi,EvmCinemaAC2K3DDolby71Perumbavoor,Malayalam,11:00,Deluxe,130₹,405,202
Pattambi,KrishnaCineplexAC2K3DDolbyAtmosPattambi,Malayalam,11:00,SunCircle,110₹,149,0
Mavelikkara,SanthoshVallakaliCineComplex,Malayalam,11:00,KingCircle,110₹,284,142
Cherthala,RaibanCineHouseAlleppey,Malayalam,11:00,Balcony,125₹,75,0
Cherthala,RaibanCineHouseAlleppey,Malayalam,11:00,FirstClass,100₹,75,0
Punalur,RamrajMovies,Malayalam,11:00,Gold,130₹,221,110
Palluruthy,PanCinemasArakkunnamMulanthuruthy,Malayalam,11:00,Platinum,230₹,20,10
Palluruthy,PanCinemasArakkunnamMulanthuruthy,Malayalam,11:00,Gold,140₹,152,76
Erattupetta,SuryaTheater4KDolbyAtmosErattupetta,Malayalam,11:00,Silver,150₹,96,21
Attingal,SrCinemaVarkkala,Malayalam,11:00,Balcony,170₹,48,0
Attingal,SrCinemaVarkkala,Malayalam,11:00,FamilyLounge,270₹,10,0
Attingal,SrCinemaVarkkala,Malayalam,11:00,Gold,140₹,136,0
Changanassery,DhanyaRemyaChanganassery,Malayalam,11:00,Remya,135₹,99,52
Kozhikode,EMaxCinemasDolbyAtmosRgbLaserCalicut,Malayalam,11:00,Audi2,160₹,83,0
Kozhikode,RegalCinemaKozhikode,Malayalam,11:00,FirstClassSc3,200₹,72,0
Pulpally,PentaCinemasPulpally,Malayalam,11:15,GoldClass,110₹,156,77
Cherthala,PanCinemasAlappuzha,Malayalam,11:15,Platinum,230₹,17,0
Cherthala,PanCinemasAlappuzha,Malayalam,11:15,Gold,130₹,69,0
Cherthala,EvmGrandCinemaCherthala,Malayalam,11:15,Platinum,160₹,26,0
Palluruthy,PanCinemasNucleusMall,Malayalam,11:25,Platinum,230₹,7,3
Palluruthy,PanCinemasNucleusMall,Malayalam,11:25,Gold,170₹,120,60
Attingal,SwaramLayamCinemasKattakada,Malayalam,11:30,Layam,130₹,77,0
Thiruvalla,AashirvadCineplexxKadappra,Malayalam,11:30,SofaSeat,230₹,10,0
Thiruvalla,AashirvadCineplexxKadappra,Malayalam,11:30,Platinum,130₹,10,0
Thiruvalla,AashirvadCineplexxKadappra,Malayalam,11:30,Gold,110₹,10,0
Thiruvalla,AashirvadCineplexxKadappra,Malayalam,11:30,Silver,80₹,10,0
Muvattupuzha,CinepointMultiplexMuvattupuzha,Malayalam,11:30,Gold,130₹,60,3
Vadakara,AshokCncAC4K3DDolbyVadakaraCalicut,Malayalam,11:45,Platinum,130₹,120,55
Idukki,AiswaryaCinemasKattappana,Malayalam,12:00,Gold,130₹,152,13
Idukki,AiswaryaCinemasKattappana,Malayalam,12:00,Platinum,190₹,28,7
Palluruthy,SangeetaCinemaKochi,Malayalam,12:00,BlueCircle,150₹,93,9
Irinjalakuda,JkCinemasKizhuthani,Malayalam,12:00,Diamond,130₹,53,26
Irinjalakuda,JkCinemasKizhuthani,Malayalam,12:00,Gold,125₹,125,62
Irinjalakuda,JkCinemasKizhuthani,Malayalam,12:00,Silver,100₹,32,16
Palluruthy,CarnivalCinemasRedCarpetKariyad,Malayalam,12:30,GoldLounge,190₹,16,0
Palluruthy,CarnivalCinemasRedCarpetKariyad,Malayalam,12:30,ExecutiveOffline,110₹,47,0
Palluruthy,PvrLuluKochi,Malayalam,12:30,Classic,140₹,54,2
Palluruthy,PvrLuluKochi,Malayalam,12:30,ClassicPlus,160₹,126,8
Palluruthy,PvrLuluKochi,Malayalam,12:30,Prime,190₹,92,4
Palluruthy,PvrLuluKochi,Malayalam,12:30,Recliner,350₹,13,3
