State,City,Name,Language,Time,Type,Price,Capacity,Booked
Gujarat,Ahmedabad,AbMiniplexShivranjiniCrossRoadSatellite,Gujarati,09:20,Sofa,130₹,12,2
Gujarat,Ahmedabad,AbMiniplexShivranjiniCrossRoadSatellite,Gujarati,09:20,Bed,150₹,6,0
Gujarat,Ahmedabad,CityGoldAshramRoad,Gujarati,10:00,Executive,150₹,286,48
Gujarat,Vadodara,CinemarcNewVipRoad,Gujarati,10:30,Gold,80₹,20,0
Gujarat,Vadodara,CinemarcNewVipRoad,Gujarati,10:30,Silver,80₹,87,0
Gujarat,Vadodara,CinemarcNewVipRoad,Gujarati,10:30,Premium,80₹,13,0
Gujarat,Vadodara,CinemarcNewVipRoad,Gujarati,10:30,Sofa,100₹,19,0
Gujarat,Ahmedabad,CityGoldBopal,Gujarati,11:15,Executive,150₹,117,0
Gujarat,Rajkot,CosmoplexMultiplexRajkot,Gujarati,11:15,Crew,160₹,118,38
Gujarat,Rajkot,InoxRajkotRWorld,Gujarati,12:20,Platinum,170₹,172,0
Gujarat,Ahmedabad,PvrArvedTranscubeAhmedabad,Gujarati,12:30,Classic,120₹,60,0
Gujarat,Ahmedabad,PvrArvedTranscubeAhmedabad,Gujarati,12:30,Prime,140₹,238,20
Gujarat,Ahmedabad,PvrArvedTranscubeAhmedabad,Gujarati,12:30,Recliner,300₹,9,0
Gujarat,Morbi,SkyMultiplexMorbi,Gujarati,13:15,Executive,300₹,99,0
Gujarat,Morbi,SkyMultiplexMorbi,Gujarati,13:15,Gold,200₹,88,0
Gujarat,Jamnagar,InoxCrystalMallJamnagar,Gujarati,14:20,Royal,140₹,34,0
Gujarat,Jamnagar,InoxCrystalMallJamnagar,Gujarati,14:20,Club,112₹,112,0
Gujarat,Jamnagar,InoxCrystalMallJamnagar,Gujarati,14:20,Executive,112₹,20,0
Gujarat,Rajkot,CarnivalCinemasGardenHotelAndResortRajkot,Gujarati,15:10,CoupleSofa,400₹,22,0
Gujarat,Rajkot,CarnivalCinemasGardenHotelAndResortRajkot,Gujarati,15:10,SingleSofa,350₹,84,0
Gujarat,Ahmedabad,CityGoldAshramRoad,Gujarati,15:15,Executive,150₹,130,20
Gujarat,Gandhinagar,InoxGandhinagarR21,Gujarati,15:35,Platinum,140₹,10,0
Gujarat,Gandhinagar,InoxGandhinagarR21,Gujarati,15:35,Gold,112₹,74,4
Gujarat,Gandhinagar,InoxGandhinagarR21,Gujarati,15:35,Silver,90₹,17,0
Gujarat,Ahmedabad,AppleMultiplexManinagarAhmedabad,Gujarati,16:00,UpperSofa,150₹,7,0
Gujarat,Ahmedabad,AppleMultiplexManinagarAhmedabad,Gujarati,16:00,Platinum,130₹,104,0
Gujarat,Ahmedabad,AppleMultiplexManinagarAhmedabad,Gujarati,16:00,LowerSofa,130₹,9,0
Gujarat,Rajkot,InoxRelianceMegaMallRajkot,Gujarati,16:00,RoyalRecliners,250₹,10,8
Gujarat,Rajkot,InoxRelianceMegaMallRajkot,Gujarati,16:00,Royal,200₹,33,8
Gujarat,Rajkot,InoxRelianceMegaMallRajkot,Gujarati,16:00,Club,180₹,55,1
Gujarat,Rajkot,InoxRelianceMegaMallRajkot,Gujarati,16:00,Executive,160₹,22,0
Gujarat,Surat,InoxVrMallSurat,Gujarati,16:10,RoyalRecliner,330₹,18,8
Gujarat,Surat,InoxVrMallSurat,Gujarati,16:10,Royal,170₹,60,8
Gujarat,Surat,InoxVrMallSurat,Gujarati,16:10,Club,150₹,102,1
Gujarat,Surat,InoxVrMallSurat,Gujarati,16:10,Executive,140₹,34,0
Gujarat,Ahmedabad,CinepolisAhmedabadOne,Gujarati,16:15,Normal,150₹,37,0
Gujarat,Ahmedabad,CinepolisAhmedabadOne,Gujarati,16:15,Executive,150₹,45,2
Gujarat,Ahmedabad,CinepolisAhmedabadOne,Gujarati,16:15,Premium,200₹,64,10
Gujarat,Ahmedabad,RajhansCinemasVastral,Gujarati,16:15,Recliner,250₹,17,0
Gujarat,Ahmedabad,RajhansCinemasVastral,Gujarati,16:15,Executive,150₹,103,0
