State,City,ZIP,Name,Language,Time,Type,Price,Capacity,Booked
Chhattisgarh,Raipur,492009,PrabhatTalkiesRaipur,Chattisgarhi,12:00,Diamond,100₹,211,0
Chhattisgarh,Raipur,492009,PrabhatTalkiesRaipur,Chattisgarhi,12:00,Gold,70₹,720,0
Chhattisgarh,Kasdol,493335,ShriBalajiCinemaAirconditionedKasdol,Chattisgarhi,12:00,DiamondClass,100₹,18,0
Chhattisgarh,Korba,495677,ChitraMultiplex2KDolbySurround71Korba,Chattisgarhi,12:20,Classic,50₹,40,0
Chhattisgarh,Korba,495677,ChitraMultiplex2KDolbySurround71Korba,Chattisgarhi,12:20,Premium,100₹,40,0
Chhattisgarh,Korba,495677,ChitraMultiplex2KDolbySurround71Korba,Chattisgarhi,12:20,Executive,100₹,40,0
Chhattisgarh,Korba,495677,ChitraMultiplex2KDolbySurround71Korba,Chattisgarhi,12:20,Sofa,150₹,20,0
Chhattisgarh,Raipur,492007,InoxAmbujaCityCentreRaipur,Chattisgarhi,12:50,RoyalRecliner,330₹,15,0
Chhattisgarh,Raipur,492007,InoxAmbujaCityCentreRaipur,Chattisgarhi,12:50,Royal,150₹,32,0
Chhattisgarh,Raipur,492007,InoxAmbujaCityCentreRaipur,Chattisgarhi,12:50,Club,130₹,150,0
Chhattisgarh,Raipur,492007,InoxAmbujaCityCentreRaipur,Chattisgarhi,12:50,Executive,110₹,32,0
Chhattisgarh,Raipur,492009,PrabhatTalkiesRaipur,Chattisgarhi,15:00,Diamond,100₹,211,0
Chhattisgarh,Raipur,492009,PrabhatTalkiesRaipur,Chattisgarhi,15:00,Gold,70₹,720,0
Chhattisgarh,Kasdol,493335,ShriBalajiCinemaAirconditionedKasdol,Chattisgarhi,15:00,DiamondClass,100₹,18,0
Chhattisgarh,Bilaspur,495001,PvrRamaMagnetoMallBilaspur,Chattisgarhi,15:05,Classic,190₹,40,2
Chhattisgarh,Bilaspur,495001,PvrRamaMagnetoMallBilaspur,Chattisgarhi,15:05,Prime,250₹,116,14
Chhattisgarh,Bilaspur,495001,PvrRamaMagnetoMallBilaspur,Chattisgarhi,15:05,PrimePlus,380₹,13,8
Chhattisgarh,Korba,495677,ChitraMultiplex2KDolbySurround71Korba,Chattisgarhi,15:20,Classic,50₹,40,0
Chhattisgarh,Korba,495677,ChitraMultiplex2KDolbySurround71Korba,Chattisgarhi,15:20,Premium,100₹,40,0
Chhattisgarh,Korba,495677,ChitraMultiplex2KDolbySurround71Korba,Chattisgarhi,15:20,Executive,100₹,40,0
Chhattisgarh,Korba,495677,ChitraMultiplex2KDolbySurround71Korba,Chattisgarhi,15:20,Sofa,150₹,20,0
Chhattisgarh,Raipur,492001,PvrCityCenterRaipur,Chattisgarhi,16:30,Classic,150₹,24,0
Chhattisgarh,Raipur,492001,PvrCityCenterRaipur,Chattisgarhi,16:30,Prime,180₹,140,35
Chhattisgarh,Raipur,492001,PvrCityCenterRaipur,Chattisgarhi,16:30,Recliner,420₹,12,6
Chhattisgarh,Raipur,492009,PrabhatTalkiesRaipur,Chattisgarhi,18:00,Diamond,100₹,211,0
Chhattisgarh,Raipur,492009,PrabhatTalkiesRaipur,Chattisgarhi,18:00,Gold,70₹,720,0
Chhattisgarh,Kasdol,493335,ShriBalajiCinemaAirconditionedKasdol,Chattisgarhi,18:00,DiamondClass,100₹,18,0
Chhattisgarh,Raipur,492009,PrabhatTalkiesRaipur,Chattisgarhi,21:00,Diamond,100₹,211,0
Chhattisgarh,Raipur,492009,PrabhatTalkiesRaipur,Chattisgarhi,21:00,Gold,70₹,720,0
Chhattisgarh,Kasdol,493335,ShriBalajiCinemaAirconditionedKasdol,Chattisgarhi,21:00,DiamondClass,100₹,18,0
