City,Name,Language,Time,Type,Price,Capacity,Booked
Nelamangala,PrasannaDigital4KCinemaMagadiRoad,Hindi,10:15,Gold,100₹,319,72
Nelamangala,PrasannaDigital4KCinemaMagadiRoad,Hindi,10:15,Silver,80₹,708,0
Bellary,RrMultiplexBellary,Hindi,11:00,GoldClass,150₹,38,0
Bellary,RrMultiplexBellary,Hindi,11:00,SilverClass,100₹,154,0
Rourkela,CinecaarnivalRourkela,Hindi,12:00,Diamond,250₹,14,0
Rourkela,CinecaarnivalRourkela,Hindi,12:00,Gold,200₹,88,0
Rourkela,CinecaarnivalRourkela,Hindi,12:00,Silver,150₹,18,0
Ajmer,PlazaCinemaAjmer,Hindi,12:00,Balcony,70₹,100,0
Ajmer,PlazaCinemaAjmer,Hindi,12:00,DressCircle,60₹,100,0
Ajmer,PlazaCinemaAjmer,Hindi,12:00,Janta,50₹,50,0
Jamnagar,AmberCinemaJamnagar,Hindi,12:30,Balcony,80₹,128,0
Korba,ChitraMultiplex2KDolbySurround71Korba,Hindi,12:40,Classic,100₹,44,0
Korba,ChitraMultiplex2KDolbySurround71Korba,Hindi,12:40,Premium,150₹,94,0
Korba,ChitraMultiplex2KDolbySurround71Korba,Hindi,12:40,Executive,200₹,118,0
Korba,ChitraMultiplex2KDolbySurround71Korba,Hindi,12:40,Sofa,250₹,19,0
Aligarh,SeemaPsMultiplexAligarh,Hindi,13:15,Platinum,180₹,165,0
Aligarh,SeemaPsMultiplexAligarh,Hindi,13:15,Gold,180₹,46,0
Nelamangala,PrasannaDigital4KCinemaMagadiRoad,Hindi,13:15,Gold,100₹,319,72
Nelamangala,PrasannaDigital4KCinemaMagadiRoad,Hindi,13:15,Silver,80₹,708,0
Bellary,RrMultiplexBellary,Hindi,14:00,GoldClass,150₹,38,0
Bellary,RrMultiplexBellary,Hindi,14:00,SilverClass,100₹,154,0
Ajmer,PlazaCinemaAjmer,Hindi,15:00,Balcony,70₹,100,0
Ajmer,PlazaCinemaAjmer,Hindi,15:00,DressCircle,60₹,100,0
Ajmer,PlazaCinemaAjmer,Hindi,15:00,Janta,50₹,50,0
Betul,KantishivaCinemaAndSSCineplexCinemaBetul,Hindi,15:15,Diamond,100₹,231,0
Betul,KantishivaCinemaAndSSCineplexCinemaBetul,Hindi,15:15,Golden,70₹,150,0
Jamnagar,AmberCinemaJamnagar,Hindi,15:30,Balcony,80₹,128,0
Korba,ChitraMultiplex2KDolbySurround71Korba,Hindi,15:40,Classic,100₹,44,0
Korba,ChitraMultiplex2KDolbySurround71Korba,Hindi,15:40,Premium,150₹,94,0
Korba,ChitraMultiplex2KDolbySurround71Korba,Hindi,15:40,Executive,200₹,118,0
Korba,ChitraMultiplex2KDolbySurround71Korba,Hindi,15:40,Sofa,250₹,19,0
Bellary,RrMultiplexBellary,Hindi,17:00,GoldClass,150₹,38,0
Bellary,RrMultiplexBellary,Hindi,17:00,SilverClass,100₹,154,0
Ajmer,PlazaCinemaAjmer,Hindi,18:00,Balcony,70₹,100,0
Ajmer,PlazaCinemaAjmer,Hindi,18:00,DressCircle,60₹,100,0
Ajmer,PlazaCinemaAjmer,Hindi,18:00,Janta,50₹,50,0
Jamnagar,AmberCinemaJamnagar,Hindi,18:30,Balcony,80₹,128,0
Aligarh,SeemaPsMultiplexAligarh,Hindi,18:45,Platinum,180₹,137,0
Aligarh,SeemaPsMultiplexAligarh,Hindi,18:45,Gold,180₹,42,0
Bellary,RrMultiplexBellary,Hindi,20:00,GoldClass,150₹,38,0
Bellary,RrMultiplexBellary,Hindi,20:00,SilverClass,100₹,154,0
Ajmer,PlazaCinemaAjmer,Hindi,21:00,Balcony,70₹,100,0
Ajmer,PlazaCinemaAjmer,Hindi,21:00,DressCircle,60₹,100,0
Ajmer,PlazaCinemaAjmer,Hindi,21:00,Janta,50₹,50,0
Betul,KantishivaCinemaAndSSCineplexCinemaBetul,Hindi,21:15,Diamond,100₹,231,0
Betul,KantishivaCinemaAndSSCineplexCinemaBetul,Hindi,21:15,Golden,70₹,150,0
Jamnagar,AmberCinemaJamnagar,Hindi,21:30,Balcony,80₹,128,0
