State,City,ZIP,Name,Language,Time,Type,Price,Capacity,Booked
,Mumbai,400062,CarnivalMoviestarGoregaon,Marathi,08:55,SilverOffline,90₹,24,0
,Mumbai,400062,CarnivalMoviestarGoregaon,Marathi,08:55,GoldOffline,90₹,46,2
Maharashtra,Pune,412105,CarnivalCinemasSpineCityMoshiPradhikaran,Marathi,09:40,SofaOffline,130₹,18,0
Maharashtra,Pune,412105,CarnivalCinemasSpineCityMoshiPradhikaran,Marathi,09:40,PlatinumOffline,110₹,48,0
Maharashtra,Pune,412105,CarnivalCinemasSpineCityMoshiPradhikaran,Marathi,09:40,GoldOffline,100₹,65,0
Maharashtra,Pune,412105,CarnivalCinemasSpineCityMoshiPradhikaran,Marathi,09:40,SilverOffline,90₹,48,0
Maharashtra,Pune,411005,CityPrideMangalaCinema,Marathi,12:00,RoyalGold,120₹,133,69
Maharashtra,Pune,411005,CityPrideMangalaCinema,Marathi,12:00,RoyalSilver,120₹,57,0
Maharashtra,Nagpur,440003,CinepolisVrMallNagpur,Marathi,12:45,Normal,200₹,24,0
Maharashtra,Nagpur,440003,CinepolisVrMallNagpur,Marathi,12:45,Executive,220₹,68,6
Maharashtra,Nagpur,440003,CinepolisVrMallNagpur,Marathi,12:45,Premium,240₹,56,16
Maharashtra,Nagpur,440003,CinepolisVrMallNagpur,Marathi,12:45,Vip,480₹,13,5
Maharashtra,Pune,411041,AbhiruchiCityPrideSinhagadRoad,Marathi,12:45,RoyalSofa,180₹,18,17
Maharashtra,Pune,411041,AbhiruchiCityPrideSinhagadRoad,Marathi,12:45,RoyalGold,160₹,129,51
Maharashtra,Pune,411041,AbhiruchiCityPrideSinhagadRoad,Marathi,12:45,RoyalSilver,140₹,36,0
Maharashtra,Pune,411049,CarnivalPremierPlazaChinchwad,Marathi,12:50,PremiumReclineOffline,220₹,19,7
Maharashtra,Pune,411049,CarnivalPremierPlazaChinchwad,Marathi,12:50,PlatinumOffline,140₹,189,17
Maharashtra,Pune,411049,CarnivalPremierPlazaChinchwad,Marathi,12:50,GoldOffline,120₹,84,0
Maharashtra,Pune,411049,CarnivalPremierPlazaChinchwad,Marathi,12:50,SilverOffline,100₹,42,0
Maharashtra,Pune,411038,CityPrideKothrud,Marathi,13:30,RoyalGold,180₹,149,42
Maharashtra,Pune,411038,CityPrideKothrud,Marathi,13:30,RoyalSilver,160₹,22,0
,Nashik,422005,MovieMaXTheZoneCollegeRoadNashik,Marathi,13:30,Classic,100₹,57,0
,Nashik,422005,MovieMaXTheZoneCollegeRoadNashik,Marathi,13:30,Prime,110₹,261,30
,Nashik,422005,MovieMaXTheZoneCollegeRoadNashik,Marathi,13:30,PrimePlus,130₹,16,12
,Mumbai,400062,CarnivalMoviestarGoregaon,Marathi,13:40,GoldOffline,130₹,55,0
,Mumbai,400062,CarnivalMoviestarGoregaon,Marathi,13:40,SilverOffline,100₹,20,0
Maharashtra,Pune,411014,PvrPhoenixMarketCityPune,Marathi,14:10,Classic,180₹,52,0
Maharashtra,Pune,411014,PvrPhoenixMarketCityPune,Marathi,14:10,Prime,180₹,119,66
Maharashtra,Pune,411014,PvrPhoenixMarketCityPune,Marathi,14:10,PrimePlus,220₹,10,8
,Mumbai,400703,InoxRaghuleelaMallVashi,Marathi,14:15,Premier,200₹,85,18
,Mumbai,400703,InoxRaghuleelaMallVashi,Marathi,14:15,Silver,200₹,26,9
,Mumbai,400703,InoxRaghuleelaMallVashi,Marathi,14:15,Executive,180₹,22,0
,Mumbai,400063,MovietimeTheHubGoregaon,Marathi,14:30,Gold,150₹,196,21
,Mumbai,400709,BalajiMovieplexKoparKhairane,Marathi,14:50,Platinum,200₹,103,0
,Mumbai,400709,BalajiMovieplexKoparKhairane,Marathi,14:50,Gold,170₹,52,2
,Mumbai,400709,BalajiMovieplexKoparKhairane,Marathi,14:50,Silver,170₹,26,0
,Mumbai,400086,InoxRCityGhatkopar,Marathi,14:50,RoyalRecliner,470₹,13,0
,Mumbai,400086,InoxRCityGhatkopar,Marathi,14:50,Royal,230₹,45,11
,Mumbai,400086,InoxRCityGhatkopar,Marathi,14:50,Club,210₹,63,7
,Mumbai,400086,InoxRCityGhatkopar,Marathi,14:50,Executive,190₹,36,0
,Baramati,413133,CarnivalCinemasBaramati,Marathi,15:15,Sofa,180₹,17,6
,Baramati,413133,CarnivalCinemasBaramati,Marathi,15:15,Gold,150₹,128,18
,Baramati,413133,CarnivalCinemasBaramati,Marathi,15:15,Silver,150₹,42,0
Maharashtra,Pune,411022,RajhansCinemasFatimaNagarPune,Marathi,16:00,Recliner,350₹,16,3
Maharashtra,Pune,411022,RajhansCinemasFatimaNagarPune,Marathi,16:00,Executive,180₹,84,12
Maharashtra,Pune,411022,RajhansCinemasFatimaNagarPune,Marathi,16:00,Royal,180₹,48,0
Maharashtra,Pune,411022,RajhansCinemasFatimaNagarPune,Marathi,16:00,Marvel,160₹,24,0
,Mumbai,400078,CinepolisMagnetMallBhandupW,Marathi,16:05,Normal,150₹,36,0
,Mumbai,400078,CinepolisMagnetMallBhandupW,Marathi,16:05,Executive,150₹,78,10
,Mumbai,400078,CinepolisMagnetMallBhandupW,Marathi,16:05,Vip,400₹,33,19
,Nashik,422006,InoxCinemasNashik,Marathi,16:10,Platinum,112₹,88,2
,Nashik,422006,InoxCinemasNashik,Marathi,16:10,Silver,112₹,202,22
,Nashik,422006,InoxCinemasNashik,Marathi,16:10,Executive,90₹,46,2
Maharashtra,Pune,411007,CinepolisWestendMallAundhPune,Marathi,16:20,Normal,260₹,21,2
Maharashtra,Pune,411007,CinepolisWestendMallAundhPune,Marathi,16:20,Executive,260₹,59,17
Maharashtra,Pune,411007,CinepolisWestendMallAundhPune,Marathi,16:20,Premium,260₹,45,25
,Mumbai,421306,InoxMetroMallJunctionKalyanE,Marathi,16:35,Premier,210₹,172,5
,Mumbai,421306,InoxMetroMallJunctionKalyanE,Marathi,16:35,Execuitve,200₹,37,0
,Mumbai,421306,InoxMetroMallJunctionKalyanE,Marathi,16:35,Silver,200₹,107,17
Maharashtra,Pune,411037,CityPrideSataraRoad,Marathi,17:30,RoyalGold,200₹,330,44
Maharashtra,Pune,411037,CityPrideSataraRoad,Marathi,17:30,RoyalSilver,180₹,63,0
,Mumbai,400706,CinepolisNexusSeawoodsNaviMumbai,Marathi,18:10,Normal,210₹,49,0
,Mumbai,400706,CinepolisNexusSeawoodsNaviMumbai,Marathi,18:10,Executive,230₹,74,5
,Mumbai,400706,CinepolisNexusSeawoodsNaviMumbai,Marathi,18:10,Premium,250₹,60,7
,Mumbai,400706,CinepolisNexusSeawoodsNaviMumbai,Marathi,18:10,Vip,450₹,14,0
Maharashtra,Pune,411049,CarnivalPremierPlazaChinchwad,Marathi,18:15,PremiumReclineOffline,310₹,19,2
Maharashtra,Pune,411049,CarnivalPremierPlazaChinchwad,Marathi,18:15,PlatinumOffline,190₹,189,23
Maharashtra,Pune,411049,CarnivalPremierPlazaChinchwad,Marathi,18:15,GoldOffline,170₹,84,14
Maharashtra,Pune,411049,CarnivalPremierPlazaChinchwad,Marathi,18:15,SilverOffline,150₹,42,2
Maharashtra,Pune,411028,CinepolisSeasonsMallPune,Marathi,19:05,Normal,200₹,29,0
Maharashtra,Pune,411028,CinepolisSeasonsMallPune,Marathi,19:05,Executive,220₹,98,24
Maharashtra,Pune,411028,CinepolisSeasonsMallPune,Marathi,19:05,Premium,220₹,34,2
,Latur,413512,PvrLatur,Marathi,19:05,Classic,110₹,42,0
,Latur,413512,PvrLatur,Marathi,19:05,ClassicPlus,110₹,183,4
,Latur,413512,PvrLatur,Marathi,19:05,Prime,110₹,102,16
,Aurangabad,431210,InoxProzoneMallAurangabad,Marathi,19:25,RoyaleRecliners,400₹,10,0
,Aurangabad,431210,InoxProzoneMallAurangabad,Marathi,19:25,Royale,240₹,92,10
,Aurangabad,431210,InoxProzoneMallAurangabad,Marathi,19:25,Club,220₹,112,0
,Aurangabad,431210,InoxProzoneMallAurangabad,Marathi,19:25,Executive,200₹,36,0
Maharashtra,Pune,411017,CityPrideRoyalCinemasRahatani,Marathi,19:30,RoyalSofa,200₹,12,8
Maharashtra,Pune,411017,CityPrideRoyalCinemasRahatani,Marathi,19:30,RoyalGold,180₹,117,19
Maharashtra,Pune,411017,CityPrideRoyalCinemasRahatani,Marathi,19:30,RoyalSilver,160₹,35,0
,Nashik,422009,CinemaxCityCenterNashik,Marathi,19:30,Classic,160₹,34,0
,Nashik,422009,CinemaxCityCenterNashik,Marathi,19:30,Prime,200₹,139,23
,Nashik,422009,CinemaxCityCenterNashik,Marathi,19:30,Recliner,320₹,18,12
,Kolhapur,416002,InoxRelianceMegaMallKolhapur,Marathi,19:30,Club,200₹,84,2
,Kolhapur,416002,InoxRelianceMegaMallKolhapur,Marathi,19:30,Royale,200₹,27,9
,Kolhapur,416002,InoxRelianceMegaMallKolhapur,Marathi,19:30,Executive,170₹,28,0
,Mumbai,410206,PvrOrionMallPanvel,Marathi,19:30,Classic,149₹,28,0
,Mumbai,410206,PvrOrionMallPanvel,Marathi,19:30,Prime,149₹,115,72
,Mumbai,410206,PvrOrionMallPanvel,Marathi,19:30,PrimePlus,149₹,34,32
Maharashtra,Pune,411028,InoxAmanoraTownCentreHadapsar,Marathi,19:40,Royale,330₹,12,9
Maharashtra,Pune,411028,InoxAmanoraTownCentreHadapsar,Marathi,19:40,Club,200₹,161,12
Maharashtra,Pune,411028,InoxAmanoraTownCentreHadapsar,Marathi,19:40,Executive,200₹,42,0
Maharashtra,Pune,411038,CityPrideKothrud,Marathi,19:45,RoyalGold,200₹,149,51
Maharashtra,Pune,411038,CityPrideKothrud,Marathi,19:45,RoyalSilver,180₹,22,5
,Mumbai,421505,MirajCinemasStarAmbernath,Marathi,19:45,Platinum,170₹,70,8
Maharashtra,Pune,411033,InoxElproCitySquareChinchwad,Marathi,19:45,RoyaleRecliners,450₹,27,0
Maharashtra,Pune,411033,InoxElproCitySquareChinchwad,Marathi,19:45,Royale,260₹,91,20
Maharashtra,Pune,411033,InoxElproCitySquareChinchwad,Marathi,19:45,Club,240₹,90,4
Maharashtra,Pune,411033,InoxElproCitySquareChinchwad,Marathi,19:45,Executive,220₹,30,0
Maharashtra,Pune,411041,AbhiruchiCityPrideSinhagadRoad,Marathi,19:45,RoyalSofa,230₹,12,2
