State,City,ZIP,Name,Language,Time,Type,Price,Capacity,Booked
UttarPradesh,Baraut,250611,ImusicaEntertainmentBaraut,Hindi,09:45,Gold,80₹,57,0
UttarPradesh,Baraut,250611,ImusicaEntertainmentBaraut,Hindi,09:45,Redcarpet,110₹,120,71
UttarPradesh,Baraut,250611,ImusicaEntertainmentBaraut,Hindi,09:45,Royal,280₹,11,0
UttarPradesh,NationalCapitalRegionNcr,201014,UsCinemasAdityaMallIndirapuram,Hindi,11:00,Luxury,150₹,95,10
UttarPradesh,NationalCapitalRegionNcr,201014,UsCinemasAdityaMallIndirapuram,Hindi,11:00,LuxuryPlus,200₹,102,47
UttarPradesh,NationalCapitalRegionNcr,121001,PristineMallOldSrsSec31Faridabad,Hindi,11:30,Platinum,250₹,94,28
UttarPradesh,NationalCapitalRegionNcr,121001,PristineMallOldSrsSec31Faridabad,Hindi,11:30,Gold,200₹,39,13
UttarPradesh,NationalCapitalRegionNcr,121001,PristineMallOldSrsSec31Faridabad,Hindi,11:30,Silver,150₹,26,13
UttarPradesh,NationalCapitalRegionNcr,110032,CinepolisCrossRiverMallShahdara,Hindi,11:55,Normal,219₹,172,162
UttarPradesh,NationalCapitalRegionNcr,110032,CinepolisCrossRiverMallShahdara,Hindi,11:55,Executive,227₹,263,262
UttarPradesh,NationalCapitalRegionNcr,110032,CinepolisCrossRiverMallShahdara,Hindi,11:55,Vip,421₹,13,12
MadhyaPradesh,Bhopal,462003,SangeetCineplexBhopal,Hindi,12:00,GoldClass,150₹,121,8
MadhyaPradesh,Bhopal,462003,SangeetCineplexBhopal,Hindi,12:00,PearlClass,150₹,200,0
UttarPradesh,NationalCapitalRegionNcr,110048,CinepolisSavitriComplexGk2,Hindi,12:20,Executive,150₹,113,0
UttarPradesh,NationalCapitalRegionNcr,110048,CinepolisSavitriComplexGk2,Hindi,12:20,Premium,150₹,148,53
UttarPradesh,NationalCapitalRegionNcr,110048,CinepolisSavitriComplexGk2,Hindi,12:20,Kids,150₹,39,0
Haryana,Palwal,121102,RedRocksCinemaPalwal,Hindi,12:40,Silver,200₹,10,0
Haryana,Palwal,121102,RedRocksCinemaPalwal,Hindi,12:40,Gold,200₹,10,0
Haryana,Palwal,121102,RedRocksCinemaPalwal,Hindi,12:40,Platinum,200₹,10,0
Haryana,Rohtak,124001,CitiMaxCinemasRohtak,Hindi,12:45,Silver,200₹,62,5
Haryana,Rohtak,124001,CitiMaxCinemasRohtak,Hindi,12:45,Gold,250₹,158,29
Haryana,Rohtak,124001,CitiMaxCinemasRohtak,Hindi,12:45,Diamond,300₹,26,0
UttarPradesh,NationalCapitalRegionNcr,110017,CinepolisDlfAvenueSaket,Hindi,13:00,Normal,320₹,42,0
UttarPradesh,NationalCapitalRegionNcr,110017,CinepolisDlfAvenueSaket,Hindi,13:00,Executive,340₹,59,48
UttarPradesh,NationalCapitalRegionNcr,110017,CinepolisDlfAvenueSaket,Hindi,13:00,Premium,380₹,45,43
UttarPradesh,NationalCapitalRegionNcr,110017,CinepolisDlfAvenueSaket,Hindi,13:00,Vip,500₹,10,10
Rajasthan,Sagwara,314025,EpicCinemasSurbhiCinemasSagwara,Hindi,13:00,Platinum,200₹,20,0
