City,Name,Language,Time,Type,Price,Capacity,Booked
Madhapur,PlatinumMovietimeGachibowli,Telugu,09:00,PlatinumPremiumRecliner,300₹,16,2
Madhapur,PlatinumMovietimeGachibowli,Telugu,09:00,PlatinumRecliners,300₹,32,0
Aushapur,CinepolisDslVirtueMallUppalHyderabad,Telugu,09:30,Normal,200₹,35,0
Aushapur,CinepolisDslVirtueMallUppalHyderabad,Telugu,09:30,Executive,200₹,160,21
Aushapur,CinepolisDslVirtueMallUppalHyderabad,Telugu,09:30,Vip,350₹,14,0
Aushapur,CinepolisSudhaCinemasHyderabad,Telugu,10:00,Normal,200₹,51,0
Aushapur,CinepolisSudhaCinemasHyderabad,Telugu,10:00,Executive,200₹,71,16
Aushapur,CinepolisMantraMallAttapur,Telugu,10:00,Normal,200₹,155,18
Aushapur,CinepolisMantraMallAttapur,Telugu,10:00,Vip,350₹,11,1
Aushapur,PvrNextGalleriaMallPanjagutta,Telugu,10:05,Classic,200₹,170,14
Kankipadu,CinepolisPowerOneMallVijayawada,Telugu,10:20,Normal,147₹,24,0
Kankipadu,CinepolisPowerOneMallVijayawada,Telugu,10:20,Executive,147₹,54,0
Kankipadu,CinepolisPowerOneMallVijayawada,Telugu,10:20,Premium,147₹,78,20
Aushapur,PvrMusarambaghHyderabad,Telugu,10:20,Classic,200₹,117,13
Aushapur,InoxMaheshwari,Telugu,10:25,Executive,200₹,139,12
Madhapur,PvrIconHitechMadhapurHyderabad,Telugu,10:25,Classic,200₹,143,18
Kankipadu,CinepolisPvpSquareMallVijayawada,Telugu,10:25,Normal,177₹,185,0
Kankipadu,CinepolisPvpSquareMallVijayawada,Telugu,10:25,Vip,295₹,12,12
Gajwel,SantoshTheatreGajwel,Telugu,10:30,Balcony,100₹,200,0
Kankipadu,CinepolisPvpSquareMallVijayawada,Telugu,10:30,Normal,177₹,185,2
Madhapur,PvrForumSujanaMallKukatpallyHyderabad,Telugu,10:30,Classic,200₹,135,6
Madhapur,PvrForumSujanaMallKukatpallyHyderabad,Telugu,10:30,Recliner,350₹,9,2
Aushapur,AsianCineplanetMultiplexKompally,Telugu,10:30,Gold,250₹,359,19
Porumamilla,SriDesaiTheatrePorumamilla,Telugu,10:30,Balcony,30₹,20,0
VizagVisakhapatnam,StblCineWorldSheelanagarVizag,Telugu,10:30,Sofa,145₹,20,0
VizagVisakhapatnam,StblCineWorldSheelanagarVizag,Telugu,10:30,PremiumClass,145₹,249,0
VizagVisakhapatnam,StblCineWorldSheelanagarVizag,Telugu,10:30,ExecutiveClass,100₹,65,0
Warangal,PvrMaddoxWarangal,Telugu,10:35,Classic,250₹,121,0
Mangalagiri,GopalaKrishnaTheaterMangalagiri,Telugu,10:40,PremiumSofa,67₹,60,0
Mangalagiri,GopalaKrishnaTheaterMangalagiri,Telugu,10:40,PremiumBalcony,67₹,126,0
