State,City,ZIP,Name,Language,Time,Type,Price,Capacity,Booked
WestBengal,Kolkata,700091,CarnivalSaltLake,Bengali,09:40,Silver,99₹,190,8
WestBengal,Kolkata,700020,InoxHilandPark,Bengali,11:15,Royal,240₹,18,3
WestBengal,Kolkata,700020,InoxHilandPark,Bengali,11:15,Premier,150₹,29,0
WestBengal,Kolkata,700020,InoxHilandPark,Bengali,11:15,Silver,150₹,147,17
WestBengal,BerhamporeWB,742101,SilverScreenBerhampore,Bengali,11:45,Premium,110₹,36,2
WestBengal,BerhamporeWB,742101,SilverScreenBerhampore,Bengali,11:45,Deluxe,160₹,69,3
WestBengal,Kalyani,741235,SangamCinemaKalyani,Bengali,11:45,Comfort,80₹,31,0
WestBengal,Kalyani,741235,SangamCinemaKalyani,Bengali,11:45,SuperComfort,80₹,71,11
WestBengal,Kalyani,741235,SangamCinemaKalyani,Bengali,11:45,Recliner,120₹,8,7
WestBengal,Kolkata,700103,SvfCinemasWoodSquareMallNarendrapur,Bengali,11:55,Gold,130₹,36,0
WestBengal,Kolkata,700103,SvfCinemasWoodSquareMallNarendrapur,Bengali,11:55,Platinum,150₹,85,0
WestBengal,Kolkata,700103,SvfCinemasWoodSquareMallNarendrapur,Bengali,11:55,Royal,250₹,15,1
WestBengal,Kolkata,700091,CarnivalSaltLake,Bengali,12:00,Silver,99₹,190,17
WestBengal,Kolkata,700124,CarnivalArtiSuncityMallBarasat,Bengali,12:00,Diamond,89₹,115,3
WestBengal,Kolkata,700124,CarnivalArtiSuncityMallBarasat,Bengali,12:00,Gold,89₹,60,0
WestBengal,Kolkata,700124,CarnivalArtiSuncityMallBarasat,Bengali,12:00,Silver,89₹,40,0
WestBengal,Durgapur,713216,CarnivalCityCenter,Bengali,12:10,Economy,99₹,34,0
WestBengal,Durgapur,713216,CarnivalCityCenter,Bengali,12:10,Regular,99₹,65,0
WestBengal,Durgapur,713216,CarnivalCityCenter,Bengali,12:10,Executive,110₹,168,4
WestBengal,Burdwan,713101,InoxBurdwanArcadeBBGhoshRoad,Bengali,12:20,Club,140₹,72,0
WestBengal,Burdwan,713101,InoxBurdwanArcadeBBGhoshRoad,Bengali,12:20,Executive,140₹,36,0
WestBengal,Burdwan,713101,InoxBurdwanArcadeBBGhoshRoad,Bengali,12:20,Royal,140₹,40,4
WestBengal,Kolkata,700144,SvfCinemasBaruipurShowHouse,Bengali,12:30,Gold,90₹,37,2
WestBengal,Kolkata,700144,SvfCinemasBaruipurShowHouse,Bengali,12:30,Platinum,110₹,70,18
WestBengal,Krishnanagar,741101,SvfCinemasKrishnanagar,Bengali,12:35,Silver,90₹,37,0
WestBengal,Krishnanagar,741101,SvfCinemasKrishnanagar,Bengali,12:35,Gold,110₹,79,0
WestBengal,Krishnanagar,741101,SvfCinemasKrishnanagar,Bengali,12:35,Platinum,140₹,108,0
