State,City,Name,Language,Time,Type,Price,Capacity,Booked
Jharkhand,Jamshedpur,PjpCinepolisJamshedpur,Hindi,09:00,Normal,160₹,26,0
Jharkhand,Jamshedpur,PjpCinepolisJamshedpur,Hindi,09:00,Executive,180₹,26,0
Jharkhand,Jamshedpur,PjpCinepolisJamshedpur,Hindi,09:00,Premium,200₹,68,0
WestBengal,Kolkata,InoxCityCenterSaltLake,Hindi,09:40,DressCircle,112₹,190,1
WestBengal,Kolkata,InoxCityCenterSaltLake,Hindi,09:40,Galleria,112₹,76,0
WestBengal,Kolkata,InoxCityCenterSaltLake,Hindi,09:40,Royale,112₹,38,2
UttarPradesh,Lucknow,InoxPhoenixPalassioMallLucknow,Hindi,09:40,Insignia,350₹,36,0
UttarPradesh,Haridwar,WavePentagonMallHaridwarSidcul,Hindi,10:00,Classic,100₹,162,0
Assam,Guwahati,PvrCityCentreGuwahati,Hindi,10:00,Classic,130₹,40,0
Assam,Guwahati,PvrCityCentreGuwahati,Hindi,10:00,Prime,150₹,82,16
Assam,Guwahati,PvrCityCentreGuwahati,Hindi,10:00,PrimePlus,200₹,13,0
Maharashtra,Mumbai,CinepolisMagnetMallBhandupW,Hindi,10:00,Normal,110₹,36,0
Maharashtra,Mumbai,CinepolisMagnetMallBhandupW,Hindi,10:00,Executive,110₹,78,0
Maharashtra,Mumbai,CinepolisMagnetMallBhandupW,Hindi,10:00,Vip,200₹,33,18
UttarPradesh,Lucknow,CinepolisOneAwadhCentreLucknow,Hindi,10:10,Normal,130₹,29,0
UttarPradesh,Lucknow,CinepolisOneAwadhCentreLucknow,Hindi,10:10,Executive,130₹,96,0
UttarPradesh,Lucknow,CinepolisOneAwadhCentreLucknow,Hindi,10:10,Premium,130₹,54,18
UttarPradesh,Lucknow,CinepolisOneAwadhCentreLucknow,Hindi,10:10,Vip,450₹,20,9
WestBengal,Kolkata,CinepolisAcropolisMallKolkata,Hindi,10:30,Normal,120₹,38,0
WestBengal,Kolkata,CinepolisAcropolisMallKolkata,Hindi,10:30,Executive,140₹,151,3
WestBengal,Kolkata,CinepolisAcropolisMallKolkata,Hindi,10:30,Premium,160₹,65,27
WestBengal,Kolkata,InoxSouthCityKolkata,Hindi,10:40,Rr,280₹,16,2
WestBengal,Kolkata,InoxSouthCityKolkata,Hindi,10:40,Premier,140₹,32,0
WestBengal,Kolkata,InoxSouthCityKolkata,Hindi,10:40,Silver,140₹,151,0
WestBengal,Siliguri,InoxCityCentreSiliguri,Hindi,10:45,Royale,350₹,15,5
WestBengal,Siliguri,InoxCityCentreSiliguri,Hindi,10:45,Club,280₹,192,16
WestBengal,Siliguri,InoxCityCentreSiliguri,Hindi,10:45,Executive,250₹,32,0
Haryana,NationalCapitalRegionNcr,WaveRajaGarden,Hindi,10:45,Classic,110₹,116,0
Maharashtra,Pune,CinepolisSeasonsMallPune,Hindi,11:00,Normal,110₹,17,0
Maharashtra,Pune,CinepolisSeasonsMallPune,Hindi,11:00,Executive,110₹,62,13
Maharashtra,Pune,CinepolisSeasonsMallPune,Hindi,11:00,Premium,110₹,22,0
Maharashtra,Pune,AbhiruchiCityPrideSinhagadRoad,Hindi,11:00,RoyalSofa,160₹,12,0
Maharashtra,Pune,AbhiruchiCityPrideSinhagadRoad,Hindi,11:00,RoyalGold,140₹,123,12
Maharashtra,Pune,AbhiruchiCityPrideSinhagadRoad,Hindi,11:00,RoyalSilver,120₹,30,0
Haryana,NationalCapitalRegionNcr,PvrGaurCityGreaterNoida,Hindi,11:00,Classic,160₹,106,16
Haryana,NationalCapitalRegionNcr,PvrGaurCityGreaterNoida,Hindi,11:00,Prime,190₹,13,0
WestBengal,Kolkata,PvrDiamondPlazaJessoreKolkata,Hindi,11:05,Classic,112₹,176,23
WestBengal,Kolkata,PvrDiamondPlazaJessoreKolkata,Hindi,11:05,Prime,170₹,12,2
WestBengal,Kolkata,PvrDiamondPlazaJessoreKolkata,Hindi,11:05,Recliner,330₹,14,0
WestBengal,Kolkata,InoxSouthCityKolkata,Hindi,11:10,Rr,280₹,16,0
WestBengal,Kolkata,InoxSouthCityKolkata,Hindi,11:10,Premier,160₹,32,0
WestBengal,Kolkata,InoxSouthCityKolkata,Hindi,11:10,Silver,160₹,151,0
WestBengal,Kolkata,InoxSwabhumiMaulanaAzadSarani,Hindi,11:10,Royal,140₹,24,10
WestBengal,Kolkata,InoxSwabhumiMaulanaAzadSarani,Hindi,11:10,Club,112₹,118,2
WestBengal,Kolkata,InoxSwabhumiMaulanaAzadSarani,Hindi,11:10,Executive,112₹,33,0
Haryana,NationalCapitalRegionNcr,WaveNoida,Hindi,11:15,Classic,150₹,206,2
Haryana,NationalCapitalRegionNcr,PvrPacificSubhashNagarDelhi,Hindi,11:20,Recliner,350₹,20,0
Haryana,NationalCapitalRegionNcr,PvrPacificSubhashNagarDelhi,Hindi,11:20,PrimePlus,220₹,42,2
Haryana,NationalCapitalRegionNcr,PvrPacificSubhashNagarDelhi,Hindi,11:20,Prime,220₹,111,0
Haryana,NationalCapitalRegionNcr,PvrPacificSubhashNagarDelhi,Hindi,11:20,Classic,220₹,36,0
Haryana,NationalCapitalRegionNcr,PvrNarainaDelhi,Hindi,11:30,Classic,99₹,42,0
Haryana,NationalCapitalRegionNcr,PvrNarainaDelhi,Hindi,11:30,ClassicPlus,99₹,42,0
Haryana,NationalCapitalRegionNcr,PvrNarainaDelhi,Hindi,11:30,Prime,110₹,41,16
Maharashtra,Pune,InoxBundGardenRoad,Hindi,11:50,Royale,200₹,34,4
Jharkhand,Ranchi,PvrNucleusMallRanchi,Hindi,12:00,Classic,112₹,28,2
Jharkhand,Ranchi,PvrNucleusMallRanchi,Hindi,12:00,ClassicPlus,180₹,114,0
Jharkhand,Ranchi,PvrNucleusMallRanchi,Hindi,12:00,Prime,210₹,63,16
Jharkhand,Ranchi,PvrNucleusMallRanchi,Hindi,12:00,PrimePlus,260₹,18,0
UttarPradesh,Lucknow,InoxCrownMallLucknow,Hindi,12:00,RoyaleRecliners,199₹,15,0
UttarPradesh,Lucknow,InoxCrownMallLucknow,Hindi,12:00,Club,99₹,124,0
UttarPradesh,Lucknow,InoxCrownMallLucknow,Hindi,12:00,Executive,99₹,27,0
UttarPradesh,Lucknow,InoxCrownMallLucknow,Hindi,12:00,Royale,99₹,36,1
Orissa,Bhubaneswar,CinepolisNexusEsplanadeBhubaneswar,Hindi,12:00,Normal,130₹,23,0
Orissa,Bhubaneswar,CinepolisNexusEsplanadeBhubaneswar,Hindi,12:00,Executive,140₹,52,2
Orissa,Bhubaneswar,CinepolisNexusEsplanadeBhubaneswar,Hindi,12:00,Premium,150₹,44,11
Orissa,Bhubaneswar,CinepolisNexusEsplanadeBhubaneswar,Hindi,12:00,Vip,400₹,9,0
Haryana,NationalCapitalRegionNcr,InoxCrownInteriorzMallDelhiMathuraRoad,Hindi,12:10,Club,140₹,154,0
Haryana,NationalCapitalRegionNcr,InoxCrownInteriorzMallDelhiMathuraRoad,Hindi,12:10,Executive,140₹,54,0
Maharashtra,Mumbai,CinepolisVipVivianaMallThane,Hindi,12:15,Vip,400₹,70,11
Maharashtra,Mumbai,MaxusCinemasBhayander,Hindi,12:30,Sofa,149₹,44,0
Maharashtra,Mumbai,MaxusCinemasBhayander,Hindi,12:30,PremiumPlus,99₹,148,0
Maharashtra,Mumbai,MaxusCinemasBhayander,Hindi,12:30,Premium,99₹,52,0
Maharashtra,Mumbai,MaxusCinemasBhayander,Hindi,12:30,Lounger,99₹,11,0
UttarPradesh,Kanpur,CarnivalRaveMotiMall,Hindi,12:30,Ebony,250₹,21,8
UttarPradesh,Kanpur,CarnivalRaveMotiMall,Hindi,12:30,Platinum,90₹,168,30
UttarPradesh,Kanpur,CarnivalRaveMotiMall,Hindi,12:30,Gold,90₹,108,27
UttarPradesh,Kanpur,CarnivalRaveMotiMall,Hindi,12:30,Silver,90₹,54,0
UttarPradesh,Lucknow,FunCinemasFunRepublicMallLucknow,Hindi,12:35,Normal,140₹,80,0
UttarPradesh,Lucknow,FunCinemasFunRepublicMallLucknow,Hindi,12:35,Executive,140₹,121,0
Maharashtra,Mumbai,CinepolisVivianaMallThane,Hindi,12:40,Normal,160₹,25,0
