State,City,ZIP,Name,Language,Time,Type,Price,Capacity,Booked
,Mumbai,400053,PvrIconLuxeInfinitiAndheriWMumbai,English,10:45,Luxe,400₹,51,6
,Mumbai,400053,PvrIconLuxeInfinitiAndheriWMumbai,English,10:45,DboxLuxe,700₹,33,13
,NationalCapitalRegionNcr,122001,PvrDirectorSCutGurugramAmbienceMall,English,11:00,Platinum,600₹,40,0
,NationalCapitalRegionNcr,122001,PvrDirectorSCutGurugramAmbienceMall,English,11:00,PlatinumSuperior,600₹,17,8
,Bengaluru,560095,Pvr4DxNexusFormerlyForumKoramangala,English,11:45,4DxClassic,350₹,96,90
,Mumbai,400051,MaisonPvrTheLoftLuxeJioWorldDriveBkc,English,12:00,Platinum,600₹,33,20
,Chandigarh,160002,PvrElanteChandigarh,English,13:35,Classic,230₹,153,50
,Chandigarh,160002,PvrElanteChandigarh,English,13:35,Recliner,650₹,13,10
,Bengaluru,560055,Pvr4DxOrionMallDrRajkumarRoad,English,13:40,Classic,410₹,96,92
,NationalCapitalRegionNcr,122001,PvrAmbienceGoldGurgaon,English,13:40,Platinum,700₹,28,0
,NationalCapitalRegionNcr,122001,PvrAmbienceGoldGurgaon,English,13:40,PlatinumSuperior,700₹,8,7
Telangana,Hyderabad,500072,Pvr4DxNexusMallKukatpallyHyderabad,English,13:45,4DxClassic,350₹,108,86
,Mumbai,400049,PvrDynamixJuhu,English,13:45,Prime,210₹,72,33
,Mumbai,400049,PvrDynamixJuhu,English,13:45,Classic,180₹,40,3
,NationalCapitalRegionNcr,201301,PvrLogix4DxNoida,English,14:20,Classic,500₹,80,33
,Mumbai,400064,InoxMegaplexInorbitMallMalad,English,14:40,Insignia,450₹,46,14
Gujarat,Ahmedabad,380006,TimeCinemaCgRoadAhmedabad,English,15:00,Infinity,"1,050₹",8,0
TamilNadu,Chennai,600014,SpiEscapeExpressAvenueMallRoyapettah,English,15:40,Budget,66₹,11,11
TamilNadu,Chennai,600014,SpiEscapeExpressAvenueMallRoyapettah,English,15:40,Elite,185₹,99,62
WestBengal,Kolkata,700017,InoxQuestMall,English,15:55,RoyalRecliner,650₹,69,17
Telangana,Hyderabad,500082,PvrNextGalleriaMallPanjagutta,English,16:20,Classic,150₹,152,69
,Bengaluru,560076,PvrVegaCityBannerghattaRoad,English,16:45,Classic,290₹,250,40
,Bengaluru,560076,PvrVegaCityBannerghattaRoad,English,16:45,Prime,320₹,63,41
,Bengaluru,560048,Pvr4DxPhoenixMarketcityMallWhitefieldRoad,English,17:00,Classic,380₹,100,89
,Mumbai,400018,InoxInsigniaAtAtriaMallWorli,English,17:15,Insignia,"1,050₹",30,5
,NationalCapitalRegionNcr,122001,PvrMgfGurgaon,English,17:55,Classic,149₹,60,0
,NationalCapitalRegionNcr,122001,PvrMgfGurgaon,English,17:55,Prime,149₹,74,29
,Bengaluru,560076,Pvr4DxVegaCityBannerghattaRoadBengaluru,English,18:55,Classic,410₹,112,89
,Bengaluru,560095,PvrNexusFormerlyForumKoramangala,English,19:10,Classic,320₹,207,109
,Bengaluru,560095,PvrNexusFormerlyForumKoramangala,English,19:10,Prime,350₹,118,101
,Bengaluru,560048,PvrVrBengaluruWhitefieldRoad,English,19:10,Classic,320₹,184,147
,Bengaluru,560048,PvrVrBengaluruWhitefieldRoad,English,19:10,Prime,350₹,85,73
,Mumbai,400086,InoxRCityGhatkopar,English,19:15,Insignia,550₹,46,28
Maharashtra,Pune,411028,CinepolisVipSeasonsMallPune,English,19:20,Vip,450₹,73,10
,Mumbai,400072,PvrLuxeMarketCityKurlaMumbai,English,19:30,GoldStar,450₹,36,0
,Mumbai,400072,PvrLuxeMarketCityKurlaMumbai,English,19:30,GoldPremium,500₹,24,16
,Mumbai,400013,PvrLuxePhoenixPalladiumLowerParelMumbai,English,19:30,Prime,"1,050₹",12,0
,Mumbai,400013,PvrLuxePhoenixPalladiumLowerParelMumbai,English,19:30,PrimePlus,"1,050₹",30,8
,Mumbai,400021,InoxLaserplexCr2NarimanPoint,English,19:30,Insignia,950₹,75,14
Maharashtra,Pune,411014,PvrPhoenixMarketCityGoldPune,English,19:45,GoldClassic,500₹,24,5
Maharashtra,Pune,411014,PvrPhoenixMarketCityGoldPune,English,19:45,GoldPrime,550₹,22,21
,NationalCapitalRegionNcr,110070,PvrPromenadeVasantKunj,English,19:45,Classic,350₹,150,69
,NationalCapitalRegionNcr,110070,PvrPromenadeVasantKunj,English,19:45,Prime,380₹,44,43
,Chandigarh,140301,PvrVrPunjabMallMohali,English,21:00,Classic,290₹,105,4
,Chandigarh,140301,PvrVrPunjabMallMohali,English,21:00,Prime,320₹,42,3
Telangana,Hyderabad,500082,Pvr4DxIrrumManzilHyderabad,English,22:00,4Dx,350₹,96,56
Kerala,Kochi,682035,ShenoysKochi,English,22:00,Lounge,330₹,26,5
Kerala,Kochi,682035,ShenoysKochi,English,22:00,Diamond,220₹,88,3
,Surat,394510,TimeCinemaGalaxyCirclePalSurat,English,22:15,InfinitySofa,360₹,12,0
Gujarat,Ahmedabad,380006,TimeCinemaCgRoadAhmedabad,English,22:15,Standard,360₹,36,9
Maharashtra,Pune,411001,InoxBundGardenRoad,English,22:15,Royale,500₹,32,19
TamilNadu,Chennai,600026,SpiPalazzoTheForumVijayaMallVadapalani,English,22:30,Imax,249₹,442,138
Kerala,Kochi,682025,Pvr4DxLuluKochi,English,22:30,Classic,400₹,116,48
Maharashtra,Pune,411028,CinepolisSeasonsMallPune,English,22:30,Normal,200₹,29,0
