State,City,ZIP,Name,Language,Time,Type,Price,Capacity,Booked
Maharashtra,Mumbai,400706,CinepolisNexusSeawoodsNaviMumbai,English,09:10,Normal,180₹,30,0
Maharashtra,Mumbai,400706,CinepolisNexusSeawoodsNaviMumbai,English,09:10,Executive,200₹,86,5
Maharashtra,Mumbai,400706,CinepolisNexusSeawoodsNaviMumbai,English,09:10,Premium,220₹,76,5
Maharashtra,Mumbai,400706,CinepolisNexusSeawoodsNaviMumbai,English,09:10,Vip,350₹,14,0
Karnataka,Bengaluru,560095,PvrNexusFormerlyForumKoramangala,English,09:25,Classic,210₹,156,4
Karnataka,Bengaluru,560095,PvrNexusFormerlyForumKoramangala,English,09:25,Recliner,350₹,12,1
Haryana,Chandigarh,160002,PvrElanteChandigarh,English,10:00,Classic,180₹,153,20
Haryana,Chandigarh,160002,PvrElanteChandigarh,English,10:00,Recliner,450₹,13,0
Karnataka,Bengaluru,560055,PvrOrionMallDrRajkumarRoad,English,10:00,Classic,170₹,140,0
Karnataka,Bengaluru,560055,PvrOrionMallDrRajkumarRoad,English,10:00,Prime,190₹,96,2
Karnataka,Bengaluru,560055,PvrOrionMallDrRajkumarRoad,English,10:00,Recliner,350₹,28,0
Karnataka,Bengaluru,560048,PvrPhoenixMarketcityMallWhitefieldRoad,English,10:00,Classic,200₹,137,17
Karnataka,Bengaluru,560048,PvrPhoenixMarketcityMallWhitefieldRoad,English,10:00,Prime,220₹,10,2
Karnataka,Bengaluru,560048,PvrPhoenixMarketcityMallWhitefieldRoad,English,10:00,Recliner,350₹,14,2
UttarPradesh,NationalCapitalRegionNcr,110017,PvrSelectCityWalkDelhi,English,10:00,ClassicNormal,200₹,96,2
UttarPradesh,NationalCapitalRegionNcr,110017,PvrSelectCityWalkDelhi,English,10:00,ClassicSuperior,250₹,47,4
UttarPradesh,NationalCapitalRegionNcr,110017,PvrSelectCityWalkDelhi,English,10:00,ReclinersNormal,600₹,9,0
UttarPradesh,NationalCapitalRegionNcr,201301,PvrLogixNoida,English,10:00,Classic,280₹,94,2
UttarPradesh,NationalCapitalRegionNcr,122001,PvrMgfGurgaon,English,10:00,Classic,250₹,60,0
UttarPradesh,NationalCapitalRegionNcr,122001,PvrMgfGurgaon,English,10:00,Prime,250₹,74,5
AndhraPradesh,Hyderabad,500034,InoxGvkOneBanjaraHills,English,10:05,Royal,250₹,16,6
AndhraPradesh,Hyderabad,500034,InoxGvkOneBanjaraHills,English,10:05,Executive,150₹,172,19
UttarPradesh,NationalCapitalRegionNcr,110018,PvrPacificSubhashNagarDelhi,English,10:15,Prime,300₹,88,0
UttarPradesh,NationalCapitalRegionNcr,110018,PvrPacificSubhashNagarDelhi,English,10:15,Classic,250₹,52,0
Karnataka,Bengaluru,560025,InoxGarudaMallMagrathRoad,English,10:15,RoyaleRecliners,320₹,9,1
Karnataka,Bengaluru,560025,InoxGarudaMallMagrathRoad,English,10:15,Club,200₹,60,0
Karnataka,Bengaluru,560025,InoxGarudaMallMagrathRoad,English,10:15,Executive,200₹,90,0
Karnataka,Bengaluru,560067,CinepolisForumShantiniketanBengaluru,English,10:30,Normal,170₹,24,0
Karnataka,Bengaluru,560067,CinepolisForumShantiniketanBengaluru,English,10:30,Executive,190₹,24,0
Karnataka,Bengaluru,560067,CinepolisForumShantiniketanBengaluru,English,10:30,Premium,210₹,63,6
Karnataka,Bengaluru,560067,CinepolisForumShantiniketanBengaluru,English,10:30,Vip,400₹,6,0
Karnataka,Bengaluru,560025,InoxGarudaMallMagrathRoad,English,10:30,RoyaleRecliners,320₹,9,0
Karnataka,Bengaluru,560025,InoxGarudaMallMagrathRoad,English,10:30,Club,200₹,60,0
Karnataka,Bengaluru,560025,InoxGarudaMallMagrathRoad,English,10:30,Executive,200₹,90,0
Karnataka,Bengaluru,560076,PvrVegaCityBannerghattaRoad,English,10:45,Classic,200₹,118,14
UttarPradesh,NationalCapitalRegionNcr,110078,PvrVegasDwarka,English,11:00,Classic,200₹,108,6
UttarPradesh,NationalCapitalRegionNcr,110078,PvrVegasDwarka,English,11:00,Prime,250₹,88,16
Maharashtra,Pune,411007,CinepolisNexusWestendMallAundhPune,English,11:10,Normal,180₹,21,0
Maharashtra,Pune,411007,CinepolisNexusWestendMallAundhPune,English,11:10,Executive,180₹,48,0
Maharashtra,Pune,411007,CinepolisNexusWestendMallAundhPune,English,11:10,Premium,180₹,45,1
Maharashtra,Mumbai,400053,PvrCitiMallAndheriW,English,11:30,Classic,120₹,46,0
Maharashtra,Mumbai,400053,PvrCitiMallAndheriW,English,11:30,Prime,160₹,146,20
Maharashtra,Mumbai,400053,PvrCitiMallAndheriW,English,11:30,Recliner,320₹,24,2
Maharashtra,Mumbai,400020,MetroInoxCinemasMarineLines,English,11:35,Insignia,300₹,41,10
