State,City,ZIP,Name,Language,Time,Type,Price,Capacity,Booked
Uttaranchal,Rudrapur,263153,FunCinemasRaveMultiplexRudrapur,Hindi,09:15,Silver,80₹,65,65
Uttaranchal,Rudrapur,263153,FunCinemasRaveMultiplexRudrapur,Hindi,09:15,Gold,80₹,15,15
Uttaranchal,Rudrapur,263153,FunCinemasRaveMultiplexRudrapur,Hindi,09:30,Silver,80₹,78,78
Uttaranchal,Rudrapur,263153,FunCinemasRaveMultiplexRudrapur,Hindi,09:30,Gold,80₹,17,17
Uttaranchal,Rudrapur,263153,FunCinemasRaveMultiplexRudrapur,Hindi,09:30,Platinum,200₹,8,8
UttarPradesh,NationalCapitalRegionNcr,201301,PvrGaurCityGreaterNoida,Hindi,10:30,Classic,99₹,101,17
UttarPradesh,NationalCapitalRegionNcr,201301,PvrGaurCityGreaterNoida,Hindi,10:30,Prime,99₹,13,2
UttarPradesh,Moradabad,244001,PvrParshvanathMoradabad,Hindi,10:45,Classic,99₹,72,0
UttarPradesh,Moradabad,244001,PvrParshvanathMoradabad,Hindi,10:45,ClassicPlus,99₹,161,32
MadhyaPradesh,Indore,452001,PvrTreasureIslandMallIndore,Hindi,11:15,Classic,110₹,26,4
MadhyaPradesh,Indore,452001,PvrTreasureIslandMallIndore,Hindi,11:15,Prime,140₹,46,25
MadhyaPradesh,Indore,452001,PvrTreasureIslandMallIndore,Hindi,11:15,Recliner,250₹,8,6
UttarPradesh,NationalCapitalRegionNcr,201301,PvrGoldLogixCityCentreNoida,Hindi,13:10,Recliner,900₹,24,4
UttarPradesh,NationalCapitalRegionNcr,122001,PvrAmbienceGoldGurgaon,Hindi,13:35,Platinum,900₹,28,0
UttarPradesh,NationalCapitalRegionNcr,122001,PvrAmbienceGoldGurgaon,Hindi,13:35,PlatinumSuperior,"1,100₹",16,4
UttarPradesh,NationalCapitalRegionNcr,201301,CinepolisSmartBharatMallFormerlySpiceMall,Hindi,15:55,Premium,200₹,40,24
UttarPradesh,NationalCapitalRegionNcr,201301,CinepolisSmartBharatMallFormerlySpiceMall,Hindi,15:55,Classic,190₹,65,0
UttarPradesh,Lucknow,226010,PvrSingaporeMallLucknow,Hindi,16:40,Classic,99₹,194,34
UttarPradesh,Lucknow,226010,CinepolisOneAwadhCentreLucknow,Hindi,18:00,Normal,150₹,25,0
UttarPradesh,Lucknow,226010,CinepolisOneAwadhCentreLucknow,Hindi,18:00,Executive,170₹,69,6
UttarPradesh,Lucknow,226010,CinepolisOneAwadhCentreLucknow,Hindi,18:00,Premium,190₹,51,13
UttarPradesh,Lucknow,226010,CinepolisOneAwadhCentreLucknow,Hindi,18:00,Vip,450₹,18,17
UttarPradesh,Lucknow,226001,PvrSaharaganjMallLucknow,Hindi,18:40,Classic,99₹,171,0
UttarPradesh,Lucknow,226001,PvrSaharaganjMallLucknow,Hindi,18:40,Recliner,149₹,12,0
UttarPradesh,Lucknow,226001,PvrSaharaganjMallLucknow,Hindi,18:40,Classic,99₹,171,0
UttarPradesh,Lucknow,226001,PvrSaharaganjMallLucknow,Hindi,18:40,Recliner,149₹,12,0
UttarPradesh,NationalCapitalRegionNcr,201301,PvrLogixNoida,Hindi,19:35,Classic,99₹,89,0
UttarPradesh,NationalCapitalRegionNcr,201310,PvrAnsalPlazaGreaterNoida,Hindi,20:50,Classic,99₹,78,0
UttarPradesh,NationalCapitalRegionNcr,201310,PvrAnsalPlazaGreaterNoida,Hindi,20:50,Prime,99₹,35,17
UttarPradesh,Lucknow,226012,PvrPhoenixLucknow,Hindi,21:00,Classic,99₹,198,23
UttarPradesh,Lucknow,226012,PvrPhoenixLucknow,Hindi,21:00,Prime,99₹,26,10
UttarPradesh,Lucknow,226012,PvrPhoenixLucknow,Hindi,21:00,Recliner,199₹,12,12
UttarPradesh,Lucknow,226001,PvrSaharaganjMallLucknow,Hindi,21:55,Classic,99₹,171,0
UttarPradesh,Lucknow,226001,PvrSaharaganjMallLucknow,Hindi,21:55,Recliner,149₹,12,0
Chhattisgarh,Raipur,492001,PvrCityCenterRaipur,Hindi,22:50,Classic,99₹,26,0
Chhattisgarh,Raipur,492001,PvrCityCenterRaipur,Hindi,22:50,Prime,99₹,145,40
