State,City,Name,Language,Time,Type,Price,Capacity,Booked
Haryana,NationalCapitalRegionNcr,PvrPacificDwarka,Hindi,11:00,Classic,139₹,33,0
Haryana,NationalCapitalRegionNcr,PvrPacificDwarka,Hindi,11:00,Prime,139₹,17,0
Assam,Guwahati,PvrCityCentreGuwahati,Hindi,11:00,Classic,139₹,44,0
Assam,Guwahati,PvrCityCentreGuwahati,Hindi,11:00,Prime,139₹,107,15
Assam,Guwahati,PvrCityCentreGuwahati,Hindi,11:00,PrimePlus,139₹,14,14
Karnataka,Kundapura,BharathCinemasKundapura,Kannada,11:00,N3DSpecialPackage200,200₹,48,0
Karnataka,Kundapura,BharathCinemasKundapura,Kannada,11:00,N3DSilverPackage200,200₹,41,0
Karnataka,Kundapura,BharathCinemasKundapura,Kannada,11:00,N3DGoldPackage200,200₹,40,4
AndhraPradesh,Kadapa,ThaharTheaterKadapa,Telugu,11:30,Sofa,100₹,46,0
AndhraPradesh,Kadapa,ThaharTheaterKadapa,Telugu,11:30,FirstClass,100₹,191,0
Gujarat,Surat,CinepolisImperialSquareMallSurat,Hindi,11:50,Normal,130₹,22,0
Gujarat,Surat,CinepolisImperialSquareMallSurat,Hindi,11:50,Executive,130₹,89,10
Gujarat,Surat,CinepolisImperialSquareMallSurat,Hindi,11:50,Premium,150₹,33,0
Karnataka,BelagaviBelgaum,NirmalTheatreBelagavi,Kannada,12:00,Balcony,100₹,170,0
Karnataka,BelagaviBelgaum,NirmalTheatreBelagavi,Kannada,12:00,Stall,80₹,140,0
Karnataka,VijayapuraBijapur,AlankarTheatreBijapur,Kannada,12:00,Balcony,150₹,49,0
Chhattisgarh,Bilaspur,36CityMallBilaspur,Hindi,12:00,3DPremium,140₹,45,0
Chhattisgarh,Bilaspur,36CityMallBilaspur,Hindi,12:00,3DGold,140₹,201,10
Chhattisgarh,Bilaspur,36CityMallBilaspur,Hindi,12:00,3DClub,140₹,38,10
Haryana,NationalCapitalRegionNcr,PvrGaurCityGreaterNoida,Hindi,12:00,Classic,139₹,128,0
Haryana,NationalCapitalRegionNcr,PvrGaurCityGreaterNoida,Hindi,12:00,Prime,139₹,99,20
Haryana,NationalCapitalRegionNcr,PvrPacificDwarka,Hindi,12:20,Classic,170₹,44,16
Haryana,NationalCapitalRegionNcr,PvrPacificDwarka,Hindi,12:20,Prime,200₹,17,2
MadhyaPradesh,Indore,PvrTreasureIslandMallIndore,Hindi,12:20,Classic,180₹,144,0
MadhyaPradesh,Indore,PvrTreasureIslandMallIndore,Hindi,12:20,Prime,180₹,112,37
MadhyaPradesh,Indore,PvrTreasureIslandMallIndore,Hindi,12:20,Recliner,280₹,21,8
UttarPradesh,Lucknow,PvrSaharaganjMallLucknow,Hindi,12:30,Classic,139₹,171,0
UttarPradesh,Lucknow,PvrSaharaganjMallLucknow,Hindi,12:30,Recliner,190₹,12,0
Maharashtra,Pen,MoreshwarChitramandirPen,Hindi,12:30,Platinum,80₹,96,0
Maharashtra,Pen,MoreshwarChitramandirPen,Hindi,12:30,Gold,80₹,42,0
Karnataka,Bengaluru,GopalanMiniplexSignatureMallOldMadrasRoad,Kannada,12:45,Gold,230₹,92,7
Jharkhand,Ranchi,PvrNucleusMallRanchi,Hindi,13:25,Classic,139₹,28,5
Jharkhand,Ranchi,PvrNucleusMallRanchi,Hindi,13:25,ClassicPlus,139₹,98,0
Jharkhand,Ranchi,PvrNucleusMallRanchi,Hindi,13:25,Prime,139₹,72,17
Jharkhand,Ranchi,PvrNucleusMallRanchi,Hindi,13:25,PrimePlus,139₹,15,9
Karnataka,Kundapura,BharathCinemasKundapura,Kannada,13:45,N3DSpecialPackage200,200₹,48,0
Karnataka,Kundapura,BharathCinemasKundapura,Kannada,13:45,N3DSilverPackage200,200₹,41,0
Karnataka,Kundapura,BharathCinemasKundapura,Kannada,13:45,N3DGoldPackage200,200₹,40,4
Haryana,NationalCapitalRegionNcr,PvrLogixNoida,Hindi,13:50,Classic,230₹,107,2
Karnataka,MangaluruMangalore,BharathCinemasMangalore,Kannada,14:15,N3DGoldPackage150,150₹,43,12
Karnataka,MangaluruMangalore,BharathCinemasMangalore,Kannada,14:15,N3DSilverPackage150,150₹,20,0
