City,Name,ZIP,Language,Time,Type,Price,Capacity,Booked
Sadasivpet,Jyothi70MmSadasivpet,502291,Telugu,11:00,Balcony,110₹,251,0
Sadasivpet,Jyothi70MmSadasivpet,502291,Telugu,11:00,FirstClass,80₹,323,0
Tumsar,BlessyCineplexTumsar,441912,Hindi,12:00,Box,100₹,42,0
Tumsar,BlessyCineplexTumsar,441912,Hindi,12:00,Gold,80₹,189,0
Sadasivpet,Jyothi70MmSadasivpet,502291,Telugu,14:15,Balcony,110₹,251,0
Sadasivpet,Jyothi70MmSadasivpet,502291,Telugu,14:15,FirstClass,80₹,323,0
Satara,7StarCinemaSatara,415001,Hindi,14:45,Gold,150₹,108,5
Tumsar,BlessyCineplexTumsar,441912,Hindi,15:00,Box,100₹,42,0
Tumsar,BlessyCineplexTumsar,441912,Hindi,15:00,Gold,80₹,189,0
Sadasivpet,Jyothi70MmSadasivpet,502291,Telugu,18:00,Balcony,110₹,251,0
Sadasivpet,Jyothi70MmSadasivpet,502291,Telugu,18:00,FirstClass,80₹,323,0
Tumsar,BlessyCineplexTumsar,441912,Hindi,18:00,Box,100₹,42,0
Tumsar,BlessyCineplexTumsar,441912,Hindi,18:00,Gold,80₹,189,0
Tumsar,BlessyCineplexTumsar,441912,Hindi,21:00,Box,100₹,42,0
Tumsar,BlessyCineplexTumsar,441912,Hindi,21:00,Gold,80₹,189,0
Satara,7StarCinemaSatara,415001,Hindi,21:00,Gold,150₹,108,7
Sadasivpet,Jyothi70MmSadasivpet,502291,Telugu,21:15,Balcony,110₹,251,0
Sadasivpet,Jyothi70MmSadasivpet,502291,Telugu,21:15,FirstClass,80₹,323,0
