State,City,Name,Language,Time,Type,Price,Capacity,Booked
Maharashtra,Mumbai,MaxusCinemasBhayander,Hindi,08:15,Sofa,149₹,238,0
Maharashtra,Nagpur,MovieMaxEternityNagpur,Hindi,09:00,Classic,70₹,88,0
Maharashtra,Nagpur,MovieMaxEternityNagpur,Hindi,09:00,Prime,100₹,212,0
Maharashtra,Nagpur,MovieMaxEternityNagpur,Hindi,09:00,Recliner,250₹,20,0
Maharashtra,Mumbai,CarnivalRMallMulund,Hindi,09:00,ReclinerOffline,200₹,13,0
Maharashtra,Mumbai,CarnivalRMallMulund,Hindi,09:00,GoldOffline,140₹,114,0
Maharashtra,Mumbai,CarnivalRMallMulund,Hindi,09:00,SilverOffline,140₹,95,0
Maharashtra,Mumbai,CarnivalRMallMulund,Hindi,09:00,SpecialOffline,110₹,18,0
Maharashtra,Nagpur,MovieMaxEternityNagpur,Hindi,09:10,Classic,100₹,88,0
Maharashtra,Nagpur,MovieMaxEternityNagpur,Hindi,09:10,Prime,100₹,212,8
Maharashtra,Nagpur,MovieMaxEternityNagpur,Hindi,09:10,Recliner,200₹,20,0
Haryana,NationalCapitalRegionNcr,InoxInsigniaAtEpicuriaNehruPlace,Hindi,09:15,Insignia,461₹,36,0
Haryana,NationalCapitalRegionNcr,InoxInsigniaAtEpicuriaNehruPlace,Hindi,09:15,Insignia,460₹,41,5
Maharashtra,Mumbai,MetroInoxCinemasMarineLines,Hindi,09:25,Club,112₹,108,2
Maharashtra,Mumbai,MetroInoxCinemasMarineLines,Hindi,09:25,Executive,112₹,36,0
Maharashtra,Mumbai,MetroInoxCinemasMarineLines,Hindi,09:25,Royale,112₹,48,14
MadhyaPradesh,Katni,CineWorldzCinemaKatni,Hindi,09:30,Recliner,200₹,10,0
MadhyaPradesh,Katni,CineWorldzCinemaKatni,Hindi,09:30,Platinum,150₹,62,0
MadhyaPradesh,Katni,CineWorldzCinemaKatni,Hindi,09:30,Gold,120₹,96,0
MadhyaPradesh,Katni,CineWorldzCinemaKatni,Hindi,09:30,Silver,100₹,64,0
Bihar,Muzaffarpur,CinepolisGrandMallMuzaffarpur,Hindi,09:30,Normal,110₹,26,0
Bihar,Muzaffarpur,CinepolisGrandMallMuzaffarpur,Hindi,09:30,Executive,130₹,109,0
Bihar,Muzaffarpur,CinepolisGrandMallMuzaffarpur,Hindi,09:30,Premium,150₹,52,6
Maharashtra,Nagpur,InoxJaswantTuliMallKampteeRoad,Hindi,09:30,Royale,90₹,64,0
Maharashtra,Nagpur,InoxJaswantTuliMallKampteeRoad,Hindi,09:30,Club,80₹,171,0
Maharashtra,Nagpur,InoxJaswantTuliMallKampteeRoad,Hindi,09:30,Executive,70₹,70,0
UttarPradesh,Lucknow,WaveTheWaveMallLucknow,Hindi,09:30,Classic,130₹,128,0
UttarPradesh,Lucknow,WaveTheWaveMallLucknow,Hindi,09:30,Premium,130₹,100,52
Punjab,Amritsar,CinepolisNexusAmritsar,Hindi,09:30,Normal,130₹,39,0
Punjab,Amritsar,CinepolisNexusAmritsar,Hindi,09:30,Executive,140₹,52,18
Punjab,Amritsar,CinepolisNexusAmritsar,Hindi,09:30,Vip,200₹,11,5
Haryana,NationalCapitalRegionNcr,InoxGurgaonSapphire83,Hindi,09:30,RoyalRecliner,230₹,9,2
Haryana,NationalCapitalRegionNcr,InoxGurgaonSapphire83,Hindi,09:30,Club,140₹,40,0
Haryana,NationalCapitalRegionNcr,InoxGurgaonSapphire83,Hindi,09:30,Royal,140₹,162,82
Maharashtra,Mumbai,MetroInoxCinemasMarineLines,Hindi,09:30,Club,112₹,108,0
Maharashtra,Mumbai,MetroInoxCinemasMarineLines,Hindi,09:30,Executive,112₹,36,0
Maharashtra,Mumbai,MetroInoxCinemasMarineLines,Hindi,09:30,Royale,112₹,48,0
