State,City,Name,Language,Time,Type,Price,Capacity,Booked
Karnataka,Bengaluru,Lakshmi4KDolbyAtmosTavarekere,Malayalam,10:00,DiamondClass,150₹,71,0
Karnataka,Bengaluru,Lakshmi4KDolbyAtmosTavarekere,Malayalam,10:00,GoldClass,120₹,348,0
Karnataka,MangaluruMangalore,SuchitraPrabhatCinemas4KRgbLaserDolbyAtmos,Malayalam,10:00,Silver,120₹,154,0
Karnataka,MangaluruMangalore,SuchitraPrabhatCinemas4KRgbLaserDolbyAtmos,Malayalam,10:00,Gold,150₹,237,0
Karnataka,MangaluruMangalore,SuchitraPrabhatCinemas4KRgbLaserDolbyAtmos,Malayalam,10:00,Platinum,180₹,145,0
Karnataka,MangaluruMangalore,BharathCinemasMangalore,Malayalam,10:15,Gold,150₹,43,7
Karnataka,MangaluruMangalore,BharathCinemasMangalore,Malayalam,10:15,Silver,150₹,20,0
Karnataka,MangaluruMangalore,BharathCinemasMangalore,Malayalam,10:15,Special,150₹,7,0
Kerala,Kanhangad,VinayakaTheaterComplex2KACDolby71,Malayalam,10:30,NewVinayaka2Executive,150₹,300,48
Kerala,Anchal,ArchanaCinemasAcDolbyAtmosAnchalKerala,Malayalam,11:00,Recliner,250₹,9,0
Kerala,Anchal,ArchanaCinemasAcDolbyAtmosAnchalKerala,Malayalam,11:00,MovieMax,130₹,272,0
Kerala,Kochi,GCinemasFortKochi4KDolbyAtmos,Malayalam,11:00,Luxury,250₹,18,0
Kerala,Kochi,GCinemasFortKochi4KDolbyAtmos,Malayalam,11:00,Gold,150₹,279,0
Kerala,Trivandrum,SuryaMultiplex4KDolbyAtmosNedumangad,Malayalam,11:00,Platinum,250₹,14,0
Kerala,Trivandrum,SuryaMultiplex4KDolbyAtmosNedumangad,Malayalam,11:00,Gold,130₹,131,13
Kerala,Palakkad,NewAromaTheatrePalakkad,Malayalam,11:15,PlatinumCircle,115₹,200,0
Kerala,Palakkad,NewAromaTheatrePalakkad,Malayalam,11:15,DiamondCircle,100₹,229,20
Kerala,Pathanamthitta,TrinityMovieMaxPathanamthitta,Malayalam,11:15,Balcony,150₹,150,31
Kerala,Pathanamthitta,TrinityMovieMaxPathanamthitta,Malayalam,11:15,Special,130₹,100,0
Kerala,Trivandrum,NewTheatre4KRgbLaserDolbyAtmosThampanoor,Malayalam,11:30,RoyalCircle,250₹,100,7
Kerala,Trivandrum,NewTheatre4KRgbLaserDolbyAtmosThampanoor,Malayalam,11:30,FamilyCircle,150₹,349,18
Kerala,Kochi,SangeetaCinemaKochi,Malayalam,12:00,BlueCircle,150₹,187,40
Kerala,Kozhikode,AashirvadCineplexxKozhikode,Malayalam,13:30,Platinum,220₹,10,0
Kerala,Kozhikode,AashirvadCineplexxKozhikode,Malayalam,13:30,Gold,200₹,10,0
Karnataka,Bengaluru,SangeetTheatreShivajiNagar,Malayalam,13:30,BalconyClass,120₹,154,0
Kerala,Haripad,MLalCineplexxAashirvadHaripad,Malayalam,14:00,Recliner,335₹,10,0
Kerala,Haripad,MLalCineplexxAashirvadHaripad,Malayalam,14:00,Platinum,155₹,10,0
Kerala,Haripad,MLalCineplexxAashirvadHaripad,Malayalam,14:00,Gold,129₹,10,0
Kerala,Haripad,MLalCineplexxAashirvadHaripad,Malayalam,14:00,Silver,80₹,10,0
Kerala,Kottayam,AshaTheatreKottayam,Malayalam,14:15,Gold,130₹,187,35
Kerala,Kottayam,AshaTheatreKottayam,Malayalam,14:15,Silver,110₹,33,0
Kerala,Trivandrum,SuryaMultiplex4KDolbyAtmosNedumangad,Malayalam,14:30,Platinum,250₹,14,0
Kerala,Trivandrum,SuryaMultiplex4KDolbyAtmosNedumangad,Malayalam,14:30,Gold,130₹,131,13
Kerala,Mundakayam,RdCinemasMundakayam,Malayalam,14:30,Executive,140₹,150,0
Kerala,Mundakayam,RdCinemasMundakayam,Malayalam,14:30,Economy,100₹,16,0
Kerala,Kanhangad,VinayakaTheatreComplexKanhangad,Malayalam,14:30,NewVinayaka2Executive,150₹,300,0
Kerala,Kochi,ShenoysKochi,Malayalam,15:15,Lounge,250₹,26,0
Kerala,Kochi,ShenoysKochi,Malayalam,15:15,Diamond,180₹,88,0
Kerala,Kochi,ShenoysKochi,Malayalam,15:35,Lounge,250₹,26,0
Kerala,Kochi,ShenoysKochi,Malayalam,15:35,Diamond,180₹,88,21
AndhraPradesh,Hyderabad,InoxGsmMallHyderabad,Malayalam,16:05,Royal,250₹,13,5
AndhraPradesh,Hyderabad,InoxGsmMallHyderabad,Malayalam,16:05,Executive,150₹,104,8
Karnataka,Bengaluru,SangeetTheatreShivajiNagar,Malayalam,16:30,BalconyClass,120₹,154,0
Kerala,Kochi,PvrOberonMallKochi,Malayalam,16:35,Classic,129₹,36,2
Kerala,Kochi,PvrOberonMallKochi,Malayalam,16:35,ClassicPlus,160₹,81,19
Kerala,Alappuzha,PanCinemasAlappuzha,Malayalam,17:00,Platinum,230₹,37,0
Kerala,Alappuzha,PanCinemasAlappuzha,Malayalam,17:00,Gold,170₹,136,38
AndhraPradesh,Hyderabad,PvrIrrumManzilHyderabad,Malayalam,17:40,Classic,150₹,94,15
AndhraPradesh,Hyderabad,PvrIrrumManzilHyderabad,Malayalam,17:40,Recliner,250₹,10,0
Karnataka,Bengaluru,GopalanMiniplexSignatureMallOldMadrasRoad,Malayalam,18:00,Gold,200₹,65,4
Kerala,Kollam,GmaxCinemasJerome,Malayalam,18:00,Green,180₹,86,37
Kerala,Trivandrum,SuryaMultiplex4KDolbyAtmosNedumangad,Malayalam,18:15,Platinum,250₹,14,0
Kerala,Trivandrum,SuryaMultiplex4KDolbyAtmosNedumangad,Malayalam,18:15,Gold,130₹,131,13
Kerala,Kochi,ShenoysKochi,Malayalam,18:20,Diamond,180₹,71,28
Kerala,Kottayam,UgmCinemas4KDolbyAtmosEttumanoor,Malayalam,19:00,Platinum,250₹,16,0
Kerala,Kottayam,UgmCinemas4KDolbyAtmosEttumanoor,Malayalam,19:00,Gold,150₹,153,40
Kerala,Kochi,PvrLuluKochi,Malayalam,19:25,Classic,110₹,39,1
Kerala,Kochi,PvrLuluKochi,Malayalam,19:25,ClassicPlus,140₹,91,38
Kerala,Kochi,PvrLuluKochi,Malayalam,19:25,Prime,160₹,64,35
Kerala,Kochi,PvrLuluKochi,Malayalam,19:25,Recliner,300₹,9,5
Karnataka,Bengaluru,SangeetTheatreShivajiNagar,Malayalam,19:30,BalconyClass,120₹,154,0
Kerala,Thrissur,InoxSobhaCityMall,Malayalam,19:40,RoyalRecliner,290₹,10,4
Kerala,Thrissur,InoxSobhaCityMall,Malayalam,19:40,Club,170₹,66,15
Kerala,Thrissur,InoxSobhaCityMall,Malayalam,19:40,Royal,170₹,28,20
Kerala,Thrissur,InoxSobhaCityMall,Malayalam,19:40,Executive,130₹,22,0
Kerala,Kollam,GmaxCinemasJerome,Malayalam,21:00,Green,180₹,86,7
Kerala,Kottayam,AshaTheatreKottayam,Malayalam,21:15,Gold,130₹,187,33
