State,City,Name,Language,Time,Type,Price,Capacity,Booked
Maharashtra,Mumbai,InoxRaghuleelaMallVashi,English,08:55,Executive,112₹,22,0
Maharashtra,Mumbai,InoxRaghuleelaMallVashi,English,08:55,Premier,112₹,122,9
Maharashtra,Mumbai,InoxRaghuleelaMallVashi,English,08:55,Silver,112₹,32,7
Maharashtra,Pune,InoxElproCitySquareChinchwad,English,08:55,RoyaleRecliners,230₹,27,1
Maharashtra,Pune,InoxElproCitySquareChinchwad,English,08:55,Royale,130₹,91,9
Maharashtra,Pune,InoxElproCitySquareChinchwad,English,08:55,Club,110₹,90,0
Maharashtra,Pune,InoxElproCitySquareChinchwad,English,08:55,Executive,110₹,30,0
Orissa,Bhubaneswar,InoxDnRegaliaMall,Hindi,09:00,Club,112₹,40,0
Orissa,Bhubaneswar,InoxDnRegaliaMall,Hindi,09:00,Executive,112₹,20,0
Orissa,Bhubaneswar,InoxDnRegaliaMall,Hindi,09:00,Royal,112₹,83,15
Maharashtra,Mumbai,CinepolisNexusSeawoodsNaviMumbai,Japanese,09:00,Normal,300₹,108,32
Maharashtra,Mumbai,PvrLeReveGlobusMallBandraWestMumbai,Japanese,09:00,Classic,99₹,52,52
Maharashtra,Mumbai,PvrLeReveGlobusMallBandraWestMumbai,Japanese,09:00,Prime,99₹,158,158
Maharashtra,Mumbai,PvrLeReveGlobusMallBandraWestMumbai,Japanese,09:00,PrimePlus,99₹,49,49
AndhraPradesh,Hyderabad,PlatinumMovietimeGachibowli,English,09:00,PlatinumPremiumRecliner,300₹,15,0
AndhraPradesh,Hyderabad,PlatinumMovietimeGachibowli,English,09:00,PlatinumRecliners,300₹,24,0
Maharashtra,Mumbai,InoxThakurMallDahisar,Hindi,09:00,Gold,200₹,31,0
Maharashtra,Mumbai,InoxThakurMallDahisar,Hindi,09:00,Executive,112₹,69,2
Maharashtra,Mumbai,InoxThakurMallDahisar,Hindi,09:00,Premier,112₹,288,17
Rajasthan,Udaipur,InoxLakeCityMall,Hindi,09:00,Club,90₹,187,12
Rajasthan,Udaipur,InoxLakeCityMall,Hindi,09:00,Executive,70₹,32,7
Gujarat,Ahmedabad,MirajCityPulseAhmedabad,Hindi,09:15,Gold,140₹,66,0
Haryana,NationalCapitalRegionNcr,InoxMsxMallGreaterNoida,English,09:15,Club,90₹,92,4
Haryana,NationalCapitalRegionNcr,InoxMsxMallGreaterNoida,English,09:15,Royale,90₹,32,4
Maharashtra,Mumbai,InoxRCityGhatkopar,English,09:15,RoyalRecliner,190₹,14,6
Maharashtra,Mumbai,InoxRCityGhatkopar,English,09:15,Club,112₹,65,0
Maharashtra,Mumbai,InoxRCityGhatkopar,English,09:15,Royal,112₹,48,12
